altitude,co,co_aux,co_working,gas_temp,gps_fix,heading,humidity,latitude,lonet_bat,longitude,no2,no2_aux,no2_working,pm1,pm10,pm2_5,w_pm1,w_pm10,w_pm2_5,sample_flow_rate,sampling_period,speed,temp,date,retries,timestamp,id,last_organicity_sync
69.1,814.7605,351.3,470.5,261.5,1,10.2,45.4,51.522781,85,-0.154735,492.44449,393.2,409.3,0.821,20.273,10.492,0,0,0,0.739,38.887,0.04,7.4,20170117202251,0,2017-01-17 20:22:59.99513+00,1,
67.5,814.7605,341.6,470.5,255,1,152.8,45.5,51.5228,90,-0.15476,506.57895,399.6,412.5,0.973,21.887,13.168,0,0,0,0.692,40.265,0.06,7.3,20170117202213,0,2017-01-17 20:22:20.688995+00,1,
66.7,831.11914,348,473.7,261.5,1,191.8,45,51.522873,85,-0.154753,492.44449,396.4,409.3,1.038,30.812,13.561,0,0,0,0.69,39.102,0.04,7.4,20170117202132,0,2017-01-17 20:21:41.322601+00,1,
66.7,765.68451,344.8,460.8,258.2,1,164.1,44.9,51.522873,93,-0.154752,506.57895,393.2,412.5,0.843,24.099,12.588,0,0,0,0.653,39.469,0.06,7.4,20170117202053,0,2017-01-17 20:21:01.397621+00,1,
66.6,683.89117,344.8,444.7,258.2,1,164.7,45,51.5229,89,-0.15473,492.44449,396.4,409.3,1.013,32.928,14.692,0,0,0,0.653,39.828,0.06,7.4,20170117202014,0,2017-01-17 20:20:22.047543+00,1,
65.9,961.98846,348,499.5,255,1,338.2,44.9,51.5229,88,-0.154735,478.31003,393.2,406.1,1.019,25.235,14.709,0,0,0,0.631,38.603,0.04,7.5,20170117201934,0,2017-01-17 20:19:42.311222+00,1,
65.7,831.11914,351.3,473.7,258.2,1,160.9,45.2,51.5229,85,-0.154735,478.31003,393.2,406.1,1.017,22.403,13.338,0,0,0,0.631,39.688,0.04,7.4,20170117201855,0,2017-01-17 20:19:02.822873+00,1,
67.4,749.32587,344.8,457.6,258.2,1,184.3,44.9,51.522923,85,-0.154782,478.31003,396.4,406.1,0.906,26.486,14.147,0,0,0,0.631,38.903,0.02,7.4,20170117201815,0,2017-01-17 20:18:23.141943+00,1,
68.2,749.32587,348,457.6,258.2,1,12.8,44.9,51.522934,87,-0.154772,492.44449,396.4,409.3,1.107,30.192,17.016,0,0,0,0.632,40.206,0.04,7.4,20170117201736,0,2017-01-17 20:17:44.165339+00,1,
71.9,863.8363,348,480.2,255,1,189.2,44.9,51.522923,85,-0.154817,478.31003,393.2,406.1,0.891,24.258,12.836,0,0,0,0.632,39.785,0.02,7.4,20170117201656,0,2017-01-17 20:17:04.587424+00,1,
72,994.70563,351.3,506,258.2,1,150.1,45.1,51.522923,92,-0.154818,506.57895,396.4,412.5,0.867,29.443,13.194,0,0,0,0.632,38.465,0.06,7.5,20170117201616,0,2017-01-17 20:16:24.894304+00,1,
75,798.40179,348,467.3,258.2,1,193.4,44.5,51.522903,85,-0.15485,464.17557,389.9,402.8,0.957,27.385,13.597,0,0,0,0.632,40.927,0.07,7.4,20170117201538,0,2017-01-17 20:15:45.371535+00,1,
73,831.11914,344.8,473.7,258.2,1,340.5,44.3,51.522881,86,-0.154857,492.44449,393.2,409.3,0.963,28.876,15.535,0,0,0,0.632,39.383,0,7.5,20170117201457,0,2017-01-17 20:15:06.653203+00,1,
74.4,602.0979,341.6,428.6,261.5,1,291.3,44.5,51.5229,85,-0.154797,492.44449,396.4,409.3,0.825,17.555,10.581,0,0,0,0.632,38.383,0.04,7.4,20170117201417,0,2017-01-17 20:14:25.837946+00,1,
77.8,618.45636,344.8,431.8,261.5,1,314.8,44.7,51.52285,91,-0.154818,492.44449,396.4,409.3,0.836,26.953,13.291,0,0,0,0.632,40.769,0.04,7.5,20170117201339,0,2017-01-17 20:13:46.257398+00,1,
79.7,618.45636,341.6,431.8,258.2,1,269.2,44.6,51.522827,86,-0.154878,492.44449,396.4,409.3,0.727,33.184,12.878,0,0,0,0.632,39.345,0,7.4,20170117201258,0,2017-01-17 20:13:07.387965+00,1,
79.3,716.60852,348,451.2,255,1,74.4,44.1,51.522827,89,-0.154893,464.17557,396.4,402.8,0.779,29.723,11.703,0,0,0,0.632,39.003,0.07,7.1,20170117201219,0,2017-01-17 20:12:27.212555+00,1,
81.2,749.32587,354.5,457.6,258.2,1,142.5,43.8,51.52282,87,-0.154972,506.57895,396.4,412.5,0.785,24.177,12.679,0,0,0,0.623,39.326,0.02,7.5,20170117201140,0,2017-01-17 20:11:47.725573+00,1,
85.5,732.96716,341.6,454.4,258.2,1,331.6,43.5,51.522827,93,-0.154927,478.31003,396.4,406.1,0.979,26.244,14.144,0,0,0,0.623,39.75,0.07,7.4,20170117201100,0,2017-01-17 20:11:08.515121+00,1,
86.5,831.11914,354.5,473.7,255,1,233.6,42.9,51.522831,85,-0.154897,492.44449,396.4,409.3,0.874,24.881,13.514,0,0,0,0.623,40.002,0.06,7.6,20170117201020,0,2017-01-17 20:10:29.251047+00,1,
83.5,716.60852,348,451.2,258.2,1,212.1,42.6,51.5229,85,-0.15493,492.44449,399.6,409.3,0.815,22.817,13.313,0,0,0,0.623,39.865,0.02,7.7,20170117200940,0,2017-01-17 20:09:49.005775+00,1,
82.9,847.47778,351.3,477,258.2,1,297.5,42.1,51.522903,87,-0.154848,464.17557,396.4,402.8,0.909,25.876,14.451,0,0,0,0.62,39.343,0.07,7.6,20170117200900,0,2017-01-17 20:09:07.83169+00,1,
76,1223.7271,354.5,551.1,258.2,1,181,42.4,51.522827,85,-0.154795,492.44449,396.4,409.3,1.016,25.427,14.68,0,0,0,0.62,40.831,0.06,7.8,20170117200821,0,2017-01-17 20:08:28.478446+00,1,
74.2,585.7392,344.8,425.4,258.2,1,45.8,42.5,51.522774,90,-0.154765,478.31003,396.4,406.1,0.974,29.473,10.926,0,0,0,0.62,38.841,0.02,7.7,20170117200740,0,2017-01-17 20:07:49.031325+00,1,
61.8,732.96716,344.8,454.4,258.2,1,149,42.4,51.522842,89,-0.154828,464.17557,393.2,402.8,0.871,24.843,12.784,0,0,0,0.62,39.444,0.11,7.8,20170117200701,0,2017-01-17 20:07:09.049039+00,1,
59.3,749.32587,351.3,457.6,258.2,1,335.3,42.5,51.522861,86,-0.154873,478.31003,393.2,406.1,0.88,24.916,14.103,0,0,0,0.62,39.148,0.07,7.8,20170117200622,0,2017-01-17 20:06:29.461876+00,1,
62.1,618.45636,354.5,431.8,258.2,1,36.6,42.3,51.522842,85,-0.154828,464.17557,396.4,402.8,1.007,32.778,12.234,0,0,0,0.62,42.545,0.07,7.8,20170117200542,0,2017-01-17 20:05:50.884137+00,1,
59.1,716.60852,354.5,451.2,261.5,1,317.8,42.4,51.522881,87,-0.15491,478.31003,393.2,406.1,1.006,23.285,13.577,0,0,0,0.62,39.438,0.06,8,20170117200500,0,2017-01-17 20:05:09.885329+00,1,
55.5,618.45636,344.8,431.8,258.2,1,157.9,42.3,51.522793,93,-0.154893,492.44449,399.6,409.3,0.797,20.2,11.766,0,0,0,0.62,38.109,0.04,7.9,20170117200420,0,2017-01-17 20:04:29.045248+00,1,
55.9,896.55377,351.3,486.6,258.2,1,299.2,42.1,51.522865,85,-0.154913,492.44449,396.4,409.3,1.046,34.182,16.176,0,0,0,0.62,41.38,0.07,8.1,20170117200342,0,2017-01-17 20:03:49.475402+00,1,
58.5,700.24969,351.3,447.9,261.5,1,238.4,41.9,51.52282,85,-0.154868,492.44449,396.4,409.3,1.092,38.975,14.418,0,0,0,0.62,41.027,0.06,8,20170117200301,0,2017-01-17 20:03:09.792293+00,1,
66.4,961.98846,354.5,499.5,258.2,1,290.5,41.6,51.522854,85,-0.1547,478.31003,399.6,406.1,5.2,29.697,18.027,0,0,0,0.617,39.104,0.02,8,20170117200220,0,2017-01-17 20:02:29.031225+00,1,
71.7,1043.7817,351.3,515.6,261.5,1,122.3,42,51.5229,93,-0.15475,520.71326,393.2,415.7,0.833,26.329,13.426,0,0,0,0.578,39.245,0.11,8.2,20170117200141,0,2017-01-17 20:01:48.85522+00,1,
74.4,798.40179,354.5,467.3,258.2,1,356.5,42.2,51.522881,86,-0.15478,478.31003,389.9,406.1,0.919,30.956,14.76,0,0,0,0.578,40.045,0.04,8.1,20170117200101,0,2017-01-17 20:01:09.304861+00,1,
73.4,667.53253,348,441.5,261.5,1,245.4,42.7,51.522812,88,-0.154747,464.17557,396.4,402.8,0.893,20.638,12.061,0,0,0,0.578,38.584,0.04,8.2,20170117200021,0,2017-01-17 20:00:30.306102+00,1,
71.7,618.45636,344.8,431.8,255,1,240.7,43.1,51.522846,85,-0.154695,478.31003,396.4,406.1,1.236,22.463,13.802,0,0,0,0.578,46.627,0.02,8.1,20170117195942,0,2017-01-17 19:59:50.26135+00,1,
72.5,732.96716,348,454.4,258.2,1,197,43.1,51.522881,85,-0.15472,478.31003,399.6,406.1,0.982,28.984,14.712,0,0,0,0.578,44.284,0.04,8.2,20170117195856,0,2017-01-17 19:59:08.704402+00,1,
74.7,716.60852,351.3,451.2,258.2,1,331.5,43,51.522881,93,-0.154672,492.44449,396.4,409.3,1.079,24.002,11.91,0,0,0,0.575,40.924,0.09,8,20170117195811,0,2017-01-17 19:58:20.057207+00,1,
75,782.04303,357.7,464.1,258.2,1,212.6,43.3,51.522881,87,-0.154668,506.57895,396.4,412.5,1.161,26.239,15.551,0,0,0,0.575,40.783,0.02,8.1,20170117195730,0,2017-01-17 19:57:38.440199+00,1,
77.8,798.40179,351.3,467.3,261.5,1,21.6,43.5,51.522865,88,-0.154623,492.44449,399.6,409.3,1.275,38.32,16.846,0,0,0,0.575,41.387,0.02,8.1,20170117195650,0,2017-01-17 19:56:57.158569+00,1,
76.3,814.7605,354.5,470.5,258.2,1,230.8,43.2,51.522907,85,-0.154647,492.44449,399.6,409.3,1.204,45.092,18.632,0,0,0,0.575,50.121,0.04,8.2,20170117195608,0,2017-01-17 19:56:16.185956+00,1,
74.9,782.04303,354.5,464.1,261.5,1,312.9,43.6,51.522896,85,-0.154628,478.31003,396.4,406.1,11.921,40.627,30.103,0,0,0,0.575,39.326,0.06,8.2,20170117195518,0,2017-01-17 19:55:31.784564+00,1,
84,765.68451,351.3,460.8,261.5,1,310.4,44.2,51.522835,88,-0.154543,520.71326,396.4,415.7,0.836,33.538,15.387,0,0,0,0.64,38.844,0.02,8.2,20170117195439,0,2017-01-17 19:54:47.139195+00,1,
78.4,782.04303,354.5,464.1,258.2,1,181.9,44.4,51.522766,87,-0.15461,478.31003,396.4,406.1,1.071,32.33,14.556,0,0,0,0.64,39.647,0.44,8.1,20170117195400,0,2017-01-17 19:54:07.609331+00,1,
76.8,929.27112,348,493.1,261.5,1,145.1,44.7,51.522865,93,-0.154617,534.84784,399.6,418.9,1.248,26.665,15.684,0,0,0,0.64,41.305,0.04,8,20170117195320,0,2017-01-17 19:53:28.556892+00,1,
75.9,912.91248,351.3,489.8,258.2,1,327,44.8,51.522972,86,-0.154703,506.57895,396.4,412.5,1.291,35.978,18.642,0,0,0,0.64,40.827,0.06,8,20170117195239,0,2017-01-17 19:52:47.421954+00,1,
76.9,880.19513,348,483.4,258.2,1,34.8,44.6,51.522949,92,-0.15466,506.57895,396.4,412.5,0.999,22.84,13.31,0,0,0,0.64,40.327,0.02,7.9,20170117195158,0,2017-01-17 19:52:05.106125+00,1,
77.2,896.55377,338.4,486.6,258.2,1,239.9,44.9,51.522972,85,-0.154655,520.71326,393.2,415.7,0.902,56.255,15.861,0,0,0,0.64,39.558,0,8,20170117195117,0,2017-01-17 19:51:26.757423+00,1,
79.9,1043.7817,338.4,515.6,258.2,1,277.4,45.3,51.522942,85,-0.154598,520.71326,399.6,415.7,1.002,33.153,16.185,0,0,0,0.64,39.028,0.02,8,20170117195038,0,2017-01-17 19:50:45.967428+00,1,
85.4,1027.4231,351.3,512.4,261.5,1,3.6,45.5,51.522987,91,-0.154585,534.84784,396.4,418.9,1.112,48.578,18.766,0,0,0,0.64,39.582,0.35,7.9,20170117194959,0,2017-01-17 19:50:06.581928+00,1,
92,1011.0643,354.5,509.2,261.5,1,332.9,45,51.522934,86,-0.154593,520.71326,396.4,415.7,1.076,31.483,15.98,0,0,0,0.64,40.17,0.35,8.1,20170117194919,0,2017-01-17 19:49:27.206394+00,1,
91.6,978.34711,357.7,502.7,261.5,1,203.6,45.2,51.522869,85,-0.154502,520.71326,399.6,415.7,1.135,27.947,14.419,0,0,0,0.64,39.022,0.02,8,20170117194839,0,2017-01-17 19:48:47.881761+00,1,
94.8,961.98846,348,499.5,255,1,345,45.3,51.522903,89,-0.15451,520.71326,402.8,415.7,0.924,24.324,11.943,0,0,0,0.64,39.707,0.09,8.1,20170117194800,0,2017-01-17 19:48:07.863473+00,1,
95.9,814.7605,357.7,470.5,261.5,1,338.1,45.1,51.5229,89,-0.154623,534.84784,396.4,418.9,0.781,33.631,12.86,0,0,0,0.64,39.846,0.2,8.1,20170117194720,0,2017-01-17 19:47:28.448636+00,1,
92,1027.4231,354.5,512.4,258.2,1,224.4,44.7,51.522915,85,-0.154652,520.71326,396.4,415.7,0.922,29.056,15.451,0,0,0,0.64,39.682,0.02,8.2,20170117194640,0,2017-01-17 19:46:49.162323+00,1,
93.2,1174.6508,354.5,541.4,258.2,1,146.4,44.7,51.5229,86,-0.154635,534.84784,396.4,418.9,1.166,31.165,16.265,0,0,0,0.64,39.745,0.04,8.3,20170117194600,0,2017-01-17 19:46:09.183299+00,1,
89.2,896.55377,351.3,486.6,258.2,1,253.1,44.9,51.522873,92,-0.154667,520.71326,393.2,415.7,0.889,23.643,13.36,0,0,0,0.64,40.763,0.04,8.2,20170117194521,0,2017-01-17 19:45:29.146273+00,1,
87.6,978.34711,351.3,502.7,258.2,1,332.5,44.7,51.522881,89,-0.154625,506.57895,399.6,412.5,0.979,28.971,15.495,0,0,0,0.64,41.086,0.13,8.2,20170117194440,0,2017-01-17 19:44:49.315196+00,1,
86.8,1338.2373,351.3,573.6,258.2,1,57.7,44.5,51.522812,85,-0.154593,534.84784,399.6,418.9,0.85,35.033,13.477,0,0,0,0.64,38.524,0.02,8.2,20170117194359,0,2017-01-17 19:44:06.804224+00,1,
86.7,961.98846,357.7,499.5,258.2,1,10.4,44.2,51.522793,85,-0.154613,506.57895,396.4,412.5,1.122,29.492,16.77,0,0,0,0.64,40.788,0.04,8.2,20170117194320,0,2017-01-17 19:43:27.632119+00,1,
93.8,1256.4441,360.9,557.5,261.5,1,169.1,44.5,51.522865,85,-0.154637,534.84784,399.6,418.9,0.988,25.661,14.936,0,0,0,0.64,41.507,0.09,8.3,20170117194239,0,2017-01-17 19:42:48.193713+00,1,
95.4,929.27112,348,493.1,261.5,1,221.8,44.7,51.522861,85,-0.154638,563.11676,399.6,425.4,1.189,37.886,16.122,0,0,0,0.64,38.737,0.15,8.3,20170117194158,0,2017-01-17 19:42:06.855013+00,1,
99,1060.1404,348,518.8,258.2,1,175.7,44.7,51.522907,87,-0.154693,506.57895,393.2,412.5,1.033,32.309,15.404,0,0,0,0.64,38.71,0.04,8.3,20170117194119,0,2017-01-17 19:41:26.684417+00,1,
98.6,863.8363,351.3,480.2,261.5,1,151.1,44.9,51.522938,91,-0.154723,520.71326,396.4,415.7,1.094,39.893,15.009,0,0,0,0.64,40.547,0.13,8.3,20170117194040,0,2017-01-17 19:40:47.183102+00,1,
95.5,831.11914,351.3,473.7,261.5,1,268.6,45,51.522869,89,-0.154695,520.71326,396.4,415.7,0.933,25.287,14.61,0,0,0,0.64,39.547,0.04,8.3,20170117193959,0,2017-01-17 19:40:08.503678+00,1,
94.8,880.19513,351.3,483.4,258.2,1,179.4,45.1,51.522884,91,-0.154687,506.57895,393.2,412.5,0.878,25.824,14.238,0,0,0,0.643,39.906,0.04,8.3,20170117193920,0,2017-01-17 19:39:28.408861+00,1,
78.7,994.70563,354.5,506,261.5,1,8.3,44.8,51.522747,85,-0.154715,506.57895,399.6,412.5,0.86,18.294,11.357,0,0,0,0.643,37.907,0.04,8.3,20170117193840,0,2017-01-17 19:38:48.53356+00,1,
77.4,1207.3684,357.7,547.9,261.5,1,191.1,44.7,51.522758,85,-0.154708,534.84784,399.6,418.9,0.938,21.701,12.968,0,0,0,0.643,40.025,0.06,8.3,20170117193802,0,2017-01-17 19:38:09.056199+00,1,
75.8,1011.0643,351.3,509.2,261.5,1,186.3,44.7,51.522743,85,-0.154732,520.71326,399.6,415.7,0.777,21.741,12.257,0,0,0,0.643,40.502,0.04,8.2,20170117193722,0,2017-01-17 19:37:30.763154+00,1,
75.9,1092.8574,351.3,525.3,258.2,1,194.4,45,51.522747,85,-0.154745,478.31003,399.6,406.1,0.972,21.618,13.225,0,0,0,0.643,38.409,0.02,8.2,20170117193641,0,2017-01-17 19:36:50.254785+00,1,
76.1,1191.0096,351.3,544.6,258.2,1,182.3,45.1,51.522774,87,-0.154743,520.71326,393.2,415.7,1.19,23.717,14.288,0,0,0,0.643,40.804,0.06,8.1,20170117193603,0,2017-01-17 19:36:10.450797+00,1,
76.3,1354.5963,348,576.9,258.2,1,354.2,45.5,51.522797,94,-0.15473,520.71326,399.6,415.7,0.982,31.947,14.099,0,0,0,0.643,41.003,0.04,8.1,20170117193522,0,2017-01-17 19:35:31.468316+00,1,
78.3,1354.5963,341.6,576.9,255,1,242.3,45.5,51.522793,88,-0.154732,506.57895,396.4,412.5,1.358,31.58,17.152,0,0,0,0.643,39.708,0.02,8,20170117193441,0,2017-01-17 19:34:49.500151+00,1,
81.2,1174.6508,354.5,541.4,261.5,1,184.9,45.8,51.5228,91,-0.154732,492.44449,393.2,409.3,1.011,31.584,15.605,0,0,0,0.646,39.366,0.02,8,20170117193401,0,2017-01-17 19:34:09.997438+00,1,
86.4,1125.5751,348,531.7,255,1,271.2,45.9,51.522854,85,-0.154765,478.31003,396.4,406.1,1.173,30.759,15.979,0,0,0,0.646,38.963,0.04,8,20170117193322,0,2017-01-17 19:33:30.367153+00,1,
91.6,1141.9337,344.8,535,261.5,1,48,46.1,51.522808,91,-0.154727,506.57895,396.4,412.5,1.003,38.801,15.658,0,0,0,0.646,38.845,0.02,7.9,20170117193243,0,2017-01-17 19:32:50.836367+00,1,
86.9,1387.3136,354.5,583.3,258.2,1,256.8,45.4,51.522724,91,-0.154682,506.57895,399.6,412.5,1.081,23.389,14.214,0,0,0,0.646,42.689,0.06,7.9,20170117193204,0,2017-01-17 19:32:11.770312+00,1,
90.1,1305.5204,351.3,567.2,258.2,1,211.2,45.3,51.522762,85,-0.154748,506.57895,396.4,412.5,1.034,22.285,13.226,0,0,0,0.646,39.299,0.2,7.9,20170117193121,0,2017-01-17 19:31:31.272842+00,1,
78.4,863.8363,351.3,480.2,261.5,1,312.7,45.4,51.522678,85,-0.154725,492.44449,396.4,409.3,7.665,41.361,24.035,0,0,0,0.646,39.686,0.02,7.9,20170117193042,0,2017-01-17 19:30:50.279914+00,1,
62.7,1043.7817,354.5,515.6,261.5,1,178.2,45.2,51.522587,86,-0.154753,506.57895,396.4,412.5,1.021,23.735,13.211,0,0,0,0.654,39.444,0.06,8,20170117193002,0,2017-01-17 19:30:10.745014+00,1,
61.6,912.91248,357.7,489.8,261.5,1,312.9,45,51.522636,93,-0.154835,464.17557,393.2,402.8,0.97,32.748,15.338,0,0,0,0.654,38.487,0.06,8,20170117192922,0,2017-01-17 19:29:31.157548+00,1,
64.3,978.34711,354.5,502.7,261.5,1,6,45,51.522636,85,-0.15486,492.44449,396.4,409.3,0.91,30.058,14.614,0,0,0,0.654,40.186,0.09,8.1,20170117192844,0,2017-01-17 19:28:51.678055+00,1,
62.8,1076.499,360.9,522.1,258.2,1,146,45.3,51.522678,85,-0.154877,506.57895,396.4,412.5,1.223,25.839,15.542,0,0,0,0.654,39.305,0.09,8.2,20170117192804,0,2017-01-17 19:28:12.856298+00,1,
72.5,863.8363,351.3,480.2,261.5,1,38.5,45.2,51.522732,89,-0.154897,492.44449,399.6,409.3,1.142,43.533,18.433,0,0,0,0.622,40.661,0.02,8.2,20170117192724,0,2017-01-17 19:27:32.587453+00,1,
62.7,1583.6173,354.5,622,261.5,1,128.9,45.3,51.522659,86,-0.154812,506.57895,399.6,412.5,0.933,27.246,14.608,0,0,0,0.622,40.648,0.02,8.2,20170117192644,0,2017-01-17 19:26:52.977135+00,1,
64.3,1387.3136,354.5,583.3,258.2,1,333.9,45.3,51.52269,92,-0.15485,506.57895,393.2,412.5,1.013,27.796,14.61,0,0,0,0.607,38.622,0.06,8.2,20170117192603,0,2017-01-17 19:26:12.256958+00,1,
68.5,1420.0306,354.5,589.7,258.2,1,26.7,45.4,51.52261,89,-0.154918,492.44449,393.2,409.3,1.135,28.975,14.461,0,0,0,0.607,40.169,0.13,8.2,20170117192524,0,2017-01-17 19:25:32.102007+00,1,
69.1,1289.1616,357.7,564,261.5,1,56.3,45.4,51.522591,87,-0.154953,492.44449,399.6,409.3,1.104,70.946,15.873,0,0,0,0.607,39.186,0.04,8.3,20170117192444,0,2017-01-17 19:24:52.501591+00,1,
69.2,1305.5204,354.5,567.2,258.2,1,173,45.2,51.522591,90,-0.154953,520.71326,393.2,415.7,1.06,36.786,16.999,0,0,0,0.572,39.503,0.06,8.3,20170117192405,0,2017-01-17 19:24:12.879665+00,1,
66.9,912.91248,348,489.8,258.2,1,219.8,45.3,51.522652,86,-0.154845,492.44449,399.6,409.3,1.024,33.402,15.468,0,0,0,0.572,39.385,0.13,8.4,20170117192325,0,2017-01-17 19:23:33.813166+00,1,
62.8,765.68451,348,460.8,258.2,1,26.2,45.4,51.522671,89,-0.154817,492.44449,399.6,409.3,6.38,44.125,27.874,0,0,0,0.572,40.767,0.04,8.3,20170117192246,0,2017-01-17 19:22:54.128035+00,1,
58.3,847.47778,348,477,258.2,1,131.2,45.5,51.522556,86,-0.154788,506.57895,396.4,412.5,1.398,27.005,15.251,0,0,0,0.661,37.405,0.06,8.3,20170117192205,0,2017-01-17 19:22:13.671584+00,1,
55.1,716.60852,344.8,451.2,261.5,1,252.3,45.7,51.522583,87,-0.15475,506.57895,399.6,412.5,1.139,27.361,15.785,0,0,0,0.674,47.694,0.06,8.2,20170117192127,1,2017-01-17 19:21:34.018315+00,1,
55.9,782.04303,344.8,464.1,255,1,240.5,45.9,51.522598,94,-0.154758,478.31003,396.4,406.1,1.161,49.12,15.99,0,0,0,0.636,39.135,0,8.2,20170117192040,0,2017-01-17 19:20:47.902337+00,1,
57.6,863.8363,354.5,480.2,255,1,309,46.2,51.522587,93,-0.154797,492.44449,402.8,409.3,1.121,38.249,18.71,0,0,0,0.636,40.609,0.02,8.1,20170117192001,0,2017-01-17 19:20:08.613273+00,1,
55.1,1027.4231,354.5,512.4,258.2,1,172.3,46.2,51.522713,92,-0.154757,520.71326,396.4,415.7,1.057,59.493,16.699,0,0,0,0.626,38.621,0.09,8.1,20170117191920,0,2017-01-17 19:19:29.234035+00,1,
54.7,1011.0643,351.3,509.2,258.2,1,289.9,46.2,51.522743,91,-0.154823,492.44449,396.4,409.3,0.965,30.794,17.269,0,0,0,0.626,39.641,0.06,8.1,20170117191841,0,2017-01-17 19:18:49.103653+00,1,
54.4,1272.803,354.5,560.7,258.2,1,196.8,46.3,51.522724,92,-0.154707,520.71326,393.2,415.7,1.676,30.546,17.989,0,0,0,0.626,40.169,0.07,8,20170117191801,0,2017-01-17 19:18:09.958288+00,1,
46.2,961.98846,351.3,499.5,261.5,1,161.6,46.3,51.522617,90,-0.154633,506.57895,396.4,412.5,1.534,28.559,15.102,0,0,0,0.677,39.523,0.06,8,20170117191721,0,2017-01-17 19:17:30.503908+00,1,
44.7,1060.1404,351.3,518.8,258.2,1,168.6,46.6,51.522587,85,-0.154585,492.44449,396.4,409.3,0.957,26.83,13.076,0,0,0,0.643,38.667,0.06,7.9,20170117191642,0,2017-01-17 19:16:50.415902+00,1,
43.2,1174.6508,348,541.4,258.2,1,48.3,46.5,51.522572,86,-0.15468,492.44449,396.4,409.3,1.264,31.747,16.982,0,0,0,0.643,42.379,0,7.9,20170117191603,0,2017-01-17 19:16:10.837017+00,1,
43.5,1632.6936,348,631.6,261.5,1,353.4,46.3,51.522564,91,-0.154678,506.57895,396.4,412.5,1.481,33.367,19.793,0,0,0,0.643,41.092,0.04,7.9,20170117191521,0,2017-01-17 19:15:30.605559+00,1,
43.5,994.70563,354.5,506,261.5,1,341.8,46.3,51.522541,93,-0.154667,534.84784,396.4,418.9,1.145,24.889,14.981,0,0,0,0.643,38.983,0.02,8,20170117191439,0,2017-01-17 19:14:49.613923+00,1,
44,1599.9762,354.5,625.2,261.5,1,37.7,46.3,51.522522,87,-0.154608,563.11676,396.4,425.4,1.164,31.049,17.522,0,0,0,0.643,39.27,0.04,8,20170117191400,0,2017-01-17 19:14:08.558452+00,1,
44,1076.499,354.5,522.1,261.5,1,354.3,46.4,51.522522,87,-0.154608,534.84784,399.6,418.9,1.436,43.139,19.919,0,0,0,0.643,40.3,0.04,8,20170117191321,0,2017-01-17 19:13:29.166307+00,1,
48.6,1109.2164,351.3,528.5,261.5,1,239.5,46.4,51.522568,95,-0.15447,506.57895,396.4,412.5,1.166,24.621,15.44,0,0,0,0.643,38.37,0.04,7.9,20170117191241,0,2017-01-17 19:12:49.958665+00,1,
46,1011.0643,348,509.2,258.2,1,201.4,46.7,51.522556,87,-0.15451,492.44449,399.6,409.3,1.526,46.124,21.338,0,0,0,0.643,41.614,0.02,7.9,20170117191202,0,2017-01-17 19:12:09.842663+00,1,
46.3,814.7605,344.8,470.5,261.5,1,79.9,46.9,51.522556,89,-0.15451,478.31003,396.4,406.1,0.882,29.019,11.812,0,0,0,0.643,38.77,0.02,7.9,20170117191121,0,2017-01-17 19:11:30.254946+00,1,
48,896.55377,348,486.6,258.2,1,143.5,47,51.522602,88,-0.154578,492.44449,396.4,409.3,1.459,40.034,19.779,0,0,0,0.616,40.847,0.13,7.8,20170117191042,0,2017-01-17 19:10:48.939398+00,1,
51.5,929.27112,351.3,493.1,258.2,1,217.4,47.3,51.522644,86,-0.1546,520.71326,402.8,415.7,1.016,37.304,14.102,0,0,0,0.608,38.305,0.07,7.8,20170117191001,0,2017-01-17 19:10:09.940447+00,1,
64.7,1158.2924,348,538.2,258.2,1,156.4,47.5,51.522758,89,-0.154582,492.44449,396.4,409.3,1.314,28.147,16.866,0,0,0,0.608,40.188,0.13,7.7,20170117190922,0,2017-01-17 19:09:29.937003+00,1,
64.9,1354.5963,354.5,576.9,255,1,55.6,47.4,51.522766,86,-0.154558,520.71326,399.6,415.7,1.243,39.602,19.634,0,0,0,0.608,39.582,0.02,7.7,20170117190842,0,2017-01-17 19:08:51.602993+00,1,
56.4,1387.3136,348,583.3,255,1,12.3,47.3,51.522705,87,-0.154507,506.57895,389.9,412.5,1.336,65.478,22.358,0,0,0,0.608,39.884,0.02,7.6,20170117190803,0,2017-01-17 19:08:11.222866+00,1,
39.3,1616.3348,351.3,628.4,258.2,1,287.1,47.5,51.522549,89,-0.154533,520.71326,396.4,415.7,0.996,46.055,15.763,0,0,0,0.608,39.245,0.07,7.6,20170117190723,0,2017-01-17 19:07:31.311642+00,1,
33.1,1223.7271,348,551.1,258.2,1,149.2,47.7,51.522522,85,-0.154528,492.44449,399.6,409.3,1.548,41.589,20.633,0,0,0,0.594,40.028,0.04,7.5,20170117190643,0,2017-01-17 19:06:51.676266+00,1,
39.6,1092.8574,351.3,525.3,258.2,1,132.7,47.4,51.522686,86,-0.154637,506.57895,402.8,412.5,1.079,27.201,15.058,0,0,0,0.592,39.842,0.02,7.7,20170117190603,0,2017-01-17 19:06:12.341119+00,1,
