altitude,co,co_aux,co_working,gas_temp,gps_fix,heading,humidity,latitude,lonet_bat,longitude,no2,no2_aux,no2_working,pm1,pm10,pm2_5,w_pm1,w_pm10,w_pm2_5,sample_flow_rate,sampling_period,speed,temp,date,retries,timestamp,id,last_organicity_sync
83.2,1109.2164,354.5,528.5,261.5,1,223.8,24.9,51.52282,94,-0.154728,534.84784,396.4,418.9,1.712,12.171,6.597,0,0,0,0.717,39.265,0.06,9.1,20170117134958,0,2017-01-17 13:50:06.861292+00,1,
84,536.66309,348,415.7,261.5,1,58.5,24.4,51.522869,98,-0.154698,492.44449,396.4,409.3,1.597,12.143,6.564,0,0,0,0.774,39.784,0.04,9.1,20170117134918,0,2017-01-17 13:49:26.65659+00,1,
83.7,814.7605,351.3,470.5,261.5,1,78.8,24.5,51.522861,89,-0.15472,520.71326,399.6,415.7,1.66,11.892,7.166,0,0,0,0.754,39.202,0.07,9.1,20170117134839,0,2017-01-17 13:48:46.571685+00,1,
83.3,651.17389,344.8,438.3,261.5,1,88,25.2,51.522854,96,-0.154757,520.71326,393.2,415.7,1.024,13.127,6.753,0,0,0,0.786,41.412,0.04,9.1,20170117134759,0,2017-01-17 13:48:07.074712+00,1,
85.7,798.40179,357.7,467.3,261.5,1,183.9,25.4,51.522861,90,-0.154745,548.9823,399.6,422.2,2.283,15.341,6.837,0,0,0,0.702,40.206,0.04,9.1,20170117134718,0,2017-01-17 13:47:26.791355+00,1,
85.9,798.40179,354.5,467.3,261.5,1,135.6,24.9,51.522861,89,-0.154747,520.71326,402.8,415.7,2.677,21.837,7.174,0,0,0,0.686,38.046,0.04,9.1,20170117134638,0,2017-01-17 13:46:46.151146+00,1,
86,667.53253,348,441.5,258.2,1,179.1,24.9,51.522861,91,-0.154747,520.71326,399.6,415.7,1.449,9.14,5.877,0,0,0,0.701,39.489,0.04,9,20170117134559,0,2017-01-17 13:46:06.659235+00,1,
87.6,863.8363,360.9,480.2,261.5,1,54.1,25,51.522869,98,-0.154767,520.71326,399.6,415.7,1.749,12.009,6.282,0,0,0,0.738,40.768,0.04,9.1,20170117134520,0,2017-01-17 13:45:28.155635+00,1,
88.8,651.17389,348,438.3,261.5,1,156.6,25.3,51.522881,91,-0.154772,506.57895,399.6,412.5,1.369,13.604,6.434,0,0,0,0.791,39.758,0.07,9.1,20170117134439,0,2017-01-17 13:44:48.801397+00,1,
86.6,732.96716,354.5,454.4,258.2,1,257.3,25.6,51.522907,89,-0.154715,520.71326,396.4,415.7,1.508,24.769,5.888,0,0,0,0.755,40.865,0.44,9.1,20170117134359,0,2017-01-17 13:44:07.953154+00,1,
87.2,634.81519,357.7,435.1,258.2,1,122.9,25.6,51.522923,90,-0.15465,492.44449,399.6,409.3,1.964,11.37,6.788,0,0,0,0.685,40.045,0.06,9,20170117134318,0,2017-01-17 13:43:26.500989+00,1,
87.2,782.04303,357.7,464.1,261.5,1,256.8,26.1,51.522923,89,-0.154652,520.71326,399.6,415.7,2.09,17.824,8.055,0,0,0,0.679,38.805,0.06,9,20170117134238,0,2017-01-17 13:42:47.123719+00,1,
90.5,520.30457,348,412.5,261.5,1,332,26.3,51.522923,93,-0.154633,520.71326,399.6,415.7,1.915,14.666,6.396,0,0,0,0.678,38.944,0.04,8.9,20170117134159,0,2017-01-17 13:42:07.295701+00,1,
95.3,487.58725,348,406.1,261.5,1,58.6,26.4,51.522923,98,-0.15462,492.44449,399.6,409.3,1.471,17.438,7.35,0,0,0,0.665,39.823,0.02,8.9,20170117134120,0,2017-01-17 13:41:28.524115+00,1,
94.6,553.02191,348,418.9,261.5,1,170.2,26.8,51.522915,89,-0.154638,520.71326,399.6,415.7,10.103,33.878,19.46,0,0,0,0.609,40.566,0.06,8.9,20170117134041,0,2017-01-17 13:40:49.543192+00,1,
95,618.45636,348,431.8,261.5,1,329.7,26.4,51.5229,98,-0.154625,548.9823,399.6,422.2,3.035,26.386,8.012,0,0,0,0.667,40.888,0.13,8.8,20170117134000,0,2017-01-17 13:40:09.547157+00,1,
94.9,520.30457,351.3,412.5,261.5,1,247.9,25.9,51.522896,93,-0.154622,534.84784,399.6,418.9,2.247,22.318,7.711,0,0,0,0.699,39.364,0.06,8.8,20170117133919,0,2017-01-17 13:39:28.644453+00,1,
95.5,536.66309,348,415.7,261.5,1,48.3,25.9,51.522907,89,-0.154617,492.44449,396.4,409.3,2.221,25.912,6.753,0,0,0,0.694,41.202,0.02,8.7,20170117133840,0,2017-01-17 13:38:47.865779+00,1,
89.5,536.66309,357.7,415.7,261.5,1,313.1,26.4,51.522896,89,-0.154657,506.57895,396.4,412.5,2.269,10.604,5.924,0,0,0,0.69,39.329,0.02,8.8,20170117133758,0,2017-01-17 13:38:06.385873+00,1,
91.2,896.55377,360.9,486.6,261.5,1,88.1,26.3,51.522854,96,-0.154658,534.84784,399.6,418.9,1.465,10.143,6.083,0,0,0,0.744,40.338,0.02,8.7,20170117133719,0,2017-01-17 13:37:26.973523+00,1,
90.1,1812.6388,354.5,667.1,261.5,1,135.8,26.6,51.5229,89,-0.154655,520.71326,399.6,415.7,1.473,15.242,6.576,0,0,0,0.726,39.311,0.24,8.6,20170117133639,0,2017-01-17 13:36:47.83833+00,1,
90.7,1272.803,351.3,560.7,258.2,1,24.8,26.3,51.522865,89,-0.154732,520.71326,399.6,415.7,1.657,8.65,5.524,0,0,0,0.693,39.002,0.46,8.6,20170117133559,0,2017-01-17 13:36:07.689447+00,1,
92.7,683.89117,351.3,444.7,258.2,1,297.6,26.3,51.522831,96,-0.15471,534.84784,396.4,418.9,1.593,8.528,5.227,0,0,0,0.675,38.768,0.37,8.6,20170117133520,0,2017-01-17 13:35:28.324448+00,1,
93.7,602.0979,348,428.6,258.2,1,319.5,26.9,51.522827,90,-0.154697,548.9823,396.4,422.2,2.079,9.338,6.066,0,0,0,0.665,39.959,0.04,8.6,20170117133441,0,2017-01-17 13:34:49.029331+00,1,
93.6,831.11914,351.3,473.7,261.5,1,142,27.5,51.522827,98,-0.154692,605.52014,402.8,435.1,2.161,13.237,8.385,0,0,0,0.658,39.971,0,8.7,20170117133401,0,2017-01-17 13:34:10.127359+00,1,
86.9,618.45636,351.3,431.8,261.5,1,341.1,27.1,51.522812,89,-0.154722,534.84784,399.6,418.9,9.63,20.731,17.084,0,0,0,0.597,38.568,0.09,8.6,20170117133321,0,2017-01-17 13:33:29.716646+00,1,
82.2,569.38055,351.3,422.2,261.5,1,127.7,26.8,51.522751,89,-0.154717,534.84784,396.4,418.9,21.841,47.393,32.733,0,0,0,0.627,44.244,0.06,8.6,20170117133243,0,2017-01-17 13:32:50.422331+00,1,
81.7,634.81519,360.9,435.1,258.2,1,105.2,27,51.522762,90,-0.154733,577.25122,396.4,428.6,0.578,17.626,5.431,0,0,0,0.667,41.205,0.06,8.6,20170117133158,0,2017-01-17 13:32:06.703151+00,1,
80.5,765.68451,357.7,460.8,258.2,1,140.8,26.9,51.522793,89,-0.154772,591.38556,399.6,431.8,3.918,20.644,10.714,0,0,0,0.667,39.401,0.02,8.8,20170117133117,0,2017-01-17 13:31:26.979915+00,1,
79.7,618.45636,348,431.8,261.5,1,8.8,27.1,51.522766,89,-0.154755,492.44449,396.4,409.3,1.073,16.531,7.549,0,0,0,0.841,39.329,0.06,8.8,20170117133038,0,2017-01-17 13:30:46.231797+00,1,
78.7,700.24969,348,447.9,261.5,1,98.8,27.1,51.522724,89,-0.154727,520.71326,399.6,415.7,6.637,23.084,13.551,0,0,0,0.705,41.723,0.02,8.7,20170117132958,0,2017-01-17 13:30:06.552641+00,1,
77.6,667.53253,357.7,441.5,261.5,1,180.9,27.1,51.522747,89,-0.154723,534.84784,399.6,418.9,1.221,11.034,5.424,0,0,0,0.789,38.722,0.11,8.6,20170117132916,0,2017-01-17 13:29:27.191306+00,1,
77.8,700.24969,357.7,447.9,261.5,1,262.3,26.9,51.522747,95,-0.154763,577.25122,399.6,428.6,0.752,21.405,6.048,0,0,0,0.79,39.087,0.06,8.7,20170117132838,0,2017-01-17 13:28:45.454082+00,1,
77.8,945.62964,351.3,496.3,258.2,1,135.3,27.5,51.522747,89,-0.154767,619.6546,399.6,438.3,1.762,12.752,6.983,0,0,0,0.773,40.228,0.06,8.7,20170117132759,0,2017-01-17 13:28:06.892963+00,1,
74.4,569.38055,351.3,422.2,258.2,1,294.9,27.3,51.522778,89,-0.154813,520.71326,399.6,415.7,1.966,9.014,6.27,0,0,0,0.737,40.023,0.02,8.7,20170117132718,0,2017-01-17 13:27:27.328249+00,1,
76.8,618.45636,351.3,431.8,255,1,173.3,27.5,51.522808,92,-0.154798,520.71326,399.6,415.7,1.094,8.81,4.395,0,0,0,0.788,39.084,0.02,8.6,20170117132638,0,2017-01-17 13:26:46.58739+00,1,
80.3,553.02191,351.3,418.9,258.2,1,331.5,27.1,51.522747,89,-0.154667,520.71326,396.4,415.7,3.026,12.921,7.598,0,0,0,0.734,38.849,0.07,8.6,20170117132559,0,2017-01-17 13:26:07.217755+00,1,
80.3,520.30457,354.5,412.5,261.5,1,57.2,27.3,51.522724,93,-0.154643,520.71326,399.6,415.7,1.374,9.471,5.421,0,0,0,0.774,39.742,0.04,8.5,20170117132520,0,2017-01-17 13:25:27.630767+00,1,
83,716.60852,354.5,451.2,258.2,1,106.2,27.1,51.522751,90,-0.15473,520.71326,399.6,415.7,2.114,18.108,9.804,0,0,0,0.746,40.424,0.06,8.5,20170117132440,0,2017-01-17 13:24:47.722474+00,1,
85.8,765.68451,354.5,460.8,258.2,1,231.3,27.1,51.522747,98,-0.154748,534.84784,399.6,418.9,1.992,10.753,5.99,0,0,0,0.715,38.226,0.02,8.5,20170117132400,0,2017-01-17 13:24:08.436433+00,1,
88,798.40179,354.5,467.3,261.5,1,305.6,27.9,51.522728,89,-0.154775,520.71326,396.4,415.7,1.735,9.273,5.271,0,0,0,0.779,40.343,0,8.6,20170117132322,0,2017-01-17 13:23:28.929999+00,1,
87.5,618.45636,348,431.8,261.5,1,190.3,27,51.522728,92,-0.15479,520.71326,399.6,415.7,2.171,11.382,6.858,0,0,0,0.74,39.004,0.11,8.5,20170117132241,0,2017-01-17 13:22:50.727828+00,1,
85,716.60852,354.5,451.2,261.5,1,342.7,27.1,51.522743,90,-0.15485,563.11676,399.6,425.4,1.127,11.781,5.204,0,0,0,0.747,40.077,0.09,8.5,20170117132202,0,2017-01-17 13:22:10.183592+00,1,
85.7,716.60852,354.5,451.2,261.5,1,286.6,27.2,51.522705,93,-0.154852,534.84784,399.6,418.9,3.848,21.509,11.535,0,0,0,0.701,39.375,0.04,8.5,20170117132122,0,2017-01-17 13:21:30.740996+00,1,
85.4,2008.9427,354.5,705.8,261.5,1,34,28,51.522694,89,-0.15485,534.84784,396.4,418.9,0.742,7.536,4.421,0,0,0,0.851,40.043,0.06,8.6,20170117132043,0,2017-01-17 13:20:51.125801+00,1,
83,503.94592,344.8,409.3,261.5,1,60.4,27.8,51.522678,89,-0.154727,506.57895,396.4,412.5,1.152,6.977,4.288,0,0,0,0.792,41.231,0,8.5,20170117132002,0,2017-01-17 13:20:11.42598+00,1,
83.3,487.58725,351.3,406.1,261.5,1,106.2,27,51.522659,89,-0.154723,506.57895,396.4,412.5,1.602,12.806,5.424,0,0,0,0.755,38.224,0.06,8.4,20170117131921,0,2017-01-17 13:19:31.424327+00,1,
81.8,634.81519,354.5,435.1,261.5,1,167.9,28,51.522663,98,-0.154798,506.57895,399.6,412.5,0.647,11.773,5.478,0,0,0,0.771,42.642,0.06,8.6,20170117131843,0,2017-01-17 13:18:50.230622+00,1,
81.5,569.38055,354.5,422.2,258.2,1,43.9,27.7,51.522743,96,-0.154787,492.44449,399.6,409.3,1.205,29.554,7.608,0,0,0,0.757,39.247,0.04,8.6,20170117131800,0,2017-01-17 13:18:11.953129+00,1,
82.3,553.02191,357.7,418.9,258.2,1,15.2,27.4,51.522747,92,-0.154777,506.57895,396.4,412.5,2.04,15.205,6.654,0,0,0,0.716,39.507,0.06,8.5,20170117131721,0,2017-01-17 13:17:29.427913+00,1,
85.3,667.53253,351.3,441.5,261.5,1,347.2,27.3,51.522724,96,-0.154683,506.57895,393.2,412.5,2.844,19.088,8.465,0,0,0,0.701,41.644,0.02,8.5,20170117131641,0,2017-01-17 13:16:49.792125+00,1,
86.3,618.45636,354.5,431.8,261.5,1,12.4,28,51.52272,93,-0.154653,492.44449,399.6,409.3,1.018,8.442,5.296,0,0,0,0.738,39.386,0.06,8.5,20170117131600,0,2017-01-17 13:16:09.482935+00,1,
84.4,585.7392,344.8,425.4,258.2,1,249.9,28.4,51.522709,98,-0.154667,506.57895,396.4,412.5,2.034,10.325,6.916,0,0,0,0.724,39.256,0,8.5,20170117131520,0,2017-01-17 13:15:28.649546+00,1,
84.4,651.17389,348,438.3,258.2,1,280.8,27.9,51.522705,93,-0.154683,520.71326,402.8,415.7,0.888,14.383,5.954,0,0,0,0.716,39.635,0,8.4,20170117131441,0,2017-01-17 13:14:49.323254+00,1,
83.4,454.86978,341.6,399.6,261.5,1,46.8,28.2,51.522713,91,-0.154673,563.11676,396.4,425.4,2.486,22.706,11.007,0,0,0,0.659,39.581,0.04,8.4,20170117131401,0,2017-01-17 13:14:09.937671+00,1,
83.4,651.17389,354.5,438.3,261.5,1,126.7,28.1,51.522713,90,-0.154675,506.57895,399.6,412.5,10.142,29.43,18.448,0,0,0,0.646,39.667,0.02,8.5,20170117131322,0,2017-01-17 13:13:30.143848+00,1,
76.3,667.53253,360.9,441.5,261.5,1,303.8,27.5,51.522827,91,-0.15467,548.9823,396.4,422.2,3.34,11.825,8.203,0,0,0,0.718,39.207,0.06,8.5,20170117131242,0,2017-01-17 13:12:50.468176+00,1,
72,782.04303,360.9,464.1,261.5,1,10.4,27.5,51.522831,91,-0.154702,563.11676,399.6,425.4,1.992,10.975,6.535,0,0,0,0.731,39.385,0.04,8.7,20170117131203,0,2017-01-17 13:12:10.916083+00,1,
72.1,814.7605,348,470.5,261.5,1,10.5,27.4,51.522797,89,-0.154717,534.84784,396.4,418.9,1.405,7.965,5.032,0,0,0,0.775,39.563,0.07,8.7,20170117131123,0,2017-01-17 13:11:31.575495+00,1,
72.3,667.53253,351.3,441.5,261.5,1,12.9,27.1,51.522758,97,-0.154743,520.71326,396.4,415.7,1.183,12.372,7.561,0,0,0,0.733,38.586,0,8.6,20170117131043,0,2017-01-17 13:10:51.888131+00,1,
72.3,683.89117,348,444.7,258.2,1,121,27.4,51.522758,89,-0.154745,520.71326,396.4,415.7,2.724,12.7,7.302,0,0,0,0.667,39.159,0.04,8.6,20170117131005,0,2017-01-17 13:10:12.523134+00,1,
69.2,716.60852,357.7,451.2,261.5,1,64.4,28.9,51.522762,89,-0.154808,492.44449,399.6,409.3,7.68,34.147,17.616,0,0,0,0.673,41.111,0.04,8.8,20170117130926,0,2017-01-17 13:09:33.27724+00,1,
69.6,651.17389,354.5,438.3,258.2,1,287,29.2,51.522766,91,-0.154857,506.57895,396.4,412.5,0.889,17.863,6.96,0,0,0,0.852,41.406,0.09,8.7,20170117130844,0,2017-01-17 13:08:53.928674+00,1,
69.8,716.60852,360.9,451.2,261.5,1,339.5,30.4,51.522766,90,-0.154858,520.71326,396.4,415.7,1.221,13.165,6.856,0,0,0,0.807,40.901,0,8.8,20170117130803,0,2017-01-17 13:08:13.617626+00,1,
69.8,683.89117,344.8,444.7,261.5,1,28.5,30.2,51.522766,90,-0.154858,506.57895,393.2,412.5,1.657,32.504,7.897,0,0,0,0.763,39.946,0.02,8.7,20170117130722,0,2017-01-17 13:07:31.128791+00,1,
69.9,863.8363,354.5,480.2,261.5,1,14.7,30.1,51.522766,91,-0.154858,506.57895,399.6,412.5,1.5,19.08,8.537,0,0,0,0.725,39.746,0.04,8.7,20170117130642,0,2017-01-17 13:06:51.299919+00,1,
68.9,880.19513,348,483.4,261.5,1,88.3,30,51.522762,90,-0.154882,520.71326,393.2,415.7,1.957,16.632,9.335,0,0,0,0.718,40.844,0.02,8.6,20170117130602,0,2017-01-17 13:06:10.538464+00,1,
68,683.89117,351.3,444.7,261.5,1,43.4,30.4,51.522751,90,-0.154848,534.84784,396.4,418.9,1.996,9.715,6.539,0,0,0,0.724,38.784,0.04,8.7,20170117130521,0,2017-01-17 13:05:30.150896+00,1,
67.4,765.68451,348,460.8,261.5,1,3.3,29.8,51.522732,90,-0.154852,534.84784,396.4,418.9,1.81,13.782,6.875,0,0,0,0.701,39.776,0.02,8.6,20170117130443,0,2017-01-17 13:04:50.343028+00,1,
67.4,765.68451,348,460.8,261.5,1,10.7,29.2,51.522732,90,-0.154852,506.57895,393.2,412.5,1.557,13.907,7.203,0,0,0,0.822,39.914,0,8.5,20170117130403,0,2017-01-17 13:04:11.139441+00,1,
67.3,863.8363,357.7,480.2,261.5,1,20.3,29.1,51.52272,89,-0.154857,506.57895,396.4,412.5,1.139,20.091,6.019,0,0,0,0.763,38.308,0.37,8.6,20170117130323,0,2017-01-17 13:03:31.229952+00,1,
67.5,782.04303,360.9,464.1,258.2,1,201.9,29.6,51.522724,91,-0.154877,506.57895,393.2,412.5,2.336,24.301,7.752,0,0,0,0.705,40.584,0.13,8.7,20170117130244,0,2017-01-17 13:02:51.931877+00,1,
65.9,585.7392,348,425.4,261.5,1,189.6,29.2,51.522724,90,-0.154802,520.71326,396.4,415.7,1.595,20.244,7.956,0,0,0,0.712,39.367,0.41,8.7,20170117130204,0,2017-01-17 13:02:12.347874+00,1,
66.4,585.7392,351.3,425.4,261.5,1,180.4,29,51.522686,89,-0.154773,506.57895,396.4,412.5,2.774,17.912,9.551,0,0,0,0.685,39.701,0.26,8.6,20170117130124,0,2017-01-17 13:01:32.879387+00,1,
66.3,732.96716,357.7,454.4,261.5,1,86.7,29.7,51.522705,90,-0.15477,520.71326,396.4,415.7,327.508,399.746,389.566,0,0,0,0.692,40.143,0,8.7,20170117130045,0,2017-01-17 13:00:53.152527+00,1,
66.6,863.8363,357.7,480.2,261.5,1,195.8,30.1,51.522709,90,-0.15476,534.84784,399.6,418.9,1.662,10.79,7.208,0,0,0,0.756,40.97,0.33,8.8,20170117130004,0,2017-01-17 13:00:12.8478+00,1,
66.6,782.04303,357.7,464.1,261.5,1,10.8,30.6,51.522694,98,-0.154762,577.25122,396.4,428.6,3.456,30.932,11.005,0,0,0,0.674,38.345,0.39,8.8,20170117125923,0,2017-01-17 12:59:32.049864+00,1,
66.2,896.55377,354.5,486.6,261.5,1,12.3,30.6,51.522659,90,-0.154777,534.84784,396.4,418.9,3.259,17.047,10.81,0,0,0,0.728,43.524,0.56,8.8,20170117125845,0,2017-01-17 12:58:52.500617+00,1,
66.1,912.91248,354.5,489.8,261.5,1,83.5,30.4,51.522659,90,-0.154775,534.84784,399.6,418.9,1.331,16.277,7.615,0,0,0,0.793,39.946,0.17,8.7,20170117125801,0,2017-01-17 12:58:12.812185+00,1,
66,945.62964,354.5,496.3,258.2,1,115.4,31.4,51.522636,96,-0.154768,520.71326,399.6,415.7,1.745,15.972,6.216,0,0,0,0.72,39.962,0.11,8.8,20170117125721,0,2017-01-17 12:57:29.745481+00,1,
65.7,749.32587,354.5,457.6,261.5,1,57.8,31.6,51.522644,89,-0.154767,492.44449,393.2,409.3,1.762,22.12,8.516,0,0,0,0.708,40.787,0.24,8.7,20170117125641,0,2017-01-17 12:56:50.490054+00,1,
64.8,912.91248,354.5,489.8,261.5,1,174.5,31.6,51.52261,89,-0.154747,520.71326,399.6,415.7,2.969,14.318,9.464,0,0,0,0.692,39.344,0.8,8.6,20170117125600,0,2017-01-17 12:56:08.652041+00,1,
63.2,1632.6936,360.9,631.6,261.5,1,149.9,31.7,51.522697,91,-0.15474,520.71326,393.2,415.7,2.582,14.636,7.754,0,0,0,0.748,38.886,0.48,8.6,20170117125521,0,2017-01-17 12:55:29.101357+00,1,
60.7,994.70563,354.5,506,261.5,1,33.5,31.7,51.52269,90,-0.154745,506.57895,399.6,412.5,0.694,11.651,5.784,0,0,0,0.861,43.427,0.35,8.6,20170117125442,0,2017-01-17 12:54:49.817958+00,1,
58.8,1240.0857,354.5,554.3,261.5,1,301.1,31.4,51.522728,91,-0.154723,506.57895,396.4,412.5,0.979,9.369,5.5,0,0,0,0.8,40.184,0.22,8.6,20170117125359,0,2017-01-17 12:54:09.461562+00,1,
57.1,1256.4441,351.3,557.5,261.5,1,237.1,31.6,51.522758,90,-0.154625,534.84784,396.4,418.9,1.471,22.244,8.293,0,0,0,0.773,39.466,0.46,8.5,20170117125318,0,2017-01-17 12:53:27.580084+00,1,
51.7,782.04303,354.5,464.1,261.5,1,232.1,31,51.522896,94,-0.15459,520.71326,396.4,415.7,2.064,12.797,8.087,0,0,0,0.767,39.927,0.17,8.5,20170117125239,0,2017-01-17 12:52:47.538517+00,1,
49.1,634.81519,344.8,435.1,261.5,1,345.9,30.9,51.522934,89,-0.1546,534.84784,396.4,418.9,0.918,16.596,6.074,0,0,0,0.814,40.482,0.59,8.5,20170117125159,0,2017-01-17 12:52:07.719852+00,1,
48.8,683.89117,351.3,444.7,261.5,1,354.9,30.9,51.522881,91,-0.154568,506.57895,393.2,412.5,4.111,17.349,8.898,0,0,0,0.679,40.188,0.93,8.4,20170117125118,0,2017-01-17 12:51:26.387095+00,1,
44.1,634.81519,348,435.1,261.5,1,330.1,31.2,51.522793,91,-0.154668,520.71326,399.6,415.7,0.972,8.896,5.04,0,0,0,0.812,38.543,0.11,8.4,20170117125038,0,2017-01-17 12:50:47.193466+00,1,
44.2,536.66309,351.3,415.7,258.2,1,109.4,31.3,51.522762,99,-0.15466,478.31003,396.4,406.1,1.428,18.635,7.229,0,0,0,0.82,42.117,0.11,8.3,20170117125000,0,2017-01-17 12:50:07.335229+00,1,
43.8,880.19513,354.5,483.4,261.5,1,54.8,30.6,51.522675,90,-0.154658,520.71326,399.6,415.7,1.895,24.489,6.03,0,0,0,0.865,39.012,0.28,8.3,20170117124917,0,2017-01-17 12:49:27.477485+00,1,
42.6,732.96716,348,454.4,258.2,1,179.2,30.6,51.522732,93,-0.154645,534.84784,389.9,418.9,0.586,7.574,3.716,0,0,0,0.959,40.108,0.76,8.3,20170117124838,0,2017-01-17 12:48:46.254138+00,1,
44.1,929.27112,360.9,493.1,258.2,1,234.1,31.3,51.522709,90,-0.154622,577.25122,396.4,428.6,0.612,13.804,3.829,0,0,0,0.832,39.703,0.11,8.3,20170117124758,0,2017-01-17 12:48:06.651816+00,1,
43.1,683.89117,354.5,444.7,258.2,1,2.7,32.2,51.522991,90,-0.154657,492.44449,396.4,409.3,2.403,12.818,8.238,0,0,0,0.772,38.174,0.22,8.3,20170117124718,0,2017-01-17 12:47:27.323828+00,1,
43.8,667.53253,344.8,441.5,261.5,1,186.6,32.2,51.523159,92,-0.154657,478.31003,396.4,406.1,1.037,14.352,6.628,0,0,0,0.854,39.751,0.81,8.2,20170117124640,0,2017-01-17 12:46:47.518522+00,1,
0,715.1153,348,444.7,293.7,0,0,17.6,0,71,0,396.98563,399.6,386.7,0,0,0,0,0,0,0,0,0,24.2,19800106000150,2,2017-01-17 12:46:12.948634+00,4,
42.5,847.47778,357.7,477,261.5,1,194.7,32.4,51.523212,90,-0.154675,534.84784,399.6,418.9,0.801,20.25,7.956,0,0,0,0.768,40.59,0.78,8.2,20170117124600,0,2017-01-17 12:46:07.942621+00,1,
45,1043.7817,351.3,515.6,261.5,1,357.8,32.5,51.523228,97,-0.154667,534.84784,393.2,418.9,1.553,13.762,7.955,0,0,0,0.732,38.8,0.76,8.1,20170117124520,0,2017-01-17 12:45:29.182778+00,1,
0,749.58221,348,451.2,293.7,0,0,17.6,0,70,0,396.98563,399.6,386.7,0,0,0,0,0,0,0,0,0,24.2,19800106000106,1,2017-01-17 12:45:00.597716+00,4,
45.8,1076.499,357.7,522.1,258.2,1,3.5,32.4,51.523186,92,-0.15466,506.57895,399.6,412.5,1.22,27.278,9.084,0,0,0,0.83,39.839,0.09,8.1,20170117124441,0,2017-01-17 12:44:48.851577+00,1,
47.7,978.34711,348,502.7,261.5,1,194,33.2,51.523197,93,-0.154578,520.71326,399.6,415.7,0.843,7.651,4.83,0,0,0,0.786,38.733,0.31,8,20170117124401,0,2017-01-17 12:44:09.318017+00,1,
48.2,683.89117,344.8,444.7,258.2,1,31.9,33.9,51.523228,91,-0.154542,534.84784,393.2,418.9,2.222,28.208,10.043,0,0,0,0.774,41.669,0.15,7.9,20170117124322,0,2017-01-17 12:43:30.071872+00,1,
49.8,765.68451,348,460.8,258.2,1,0.7,34.1,51.523006,96,-0.154498,548.9823,399.6,422.2,0.96,25.224,6.945,0,0,0,0.786,39.624,1.2,7.9,20170117124240,0,2017-01-17 12:42:48.499626+00,1,
44.1,716.60852,351.3,451.2,258.2,1,276.1,33.7,51.522678,93,-0.154593,563.11676,396.4,425.4,1.555,10.975,6.964,0,0,0,0.777,39.766,0.19,7.9,20170117124201,0,2017-01-17 12:42:09.504275+00,1,
0,749.58221,351.3,451.2,293.7,0,0,17.3,0,70,0,382.72595,399.6,383.5,0,0,0,0,0,0,0,0,0,24.2,19800106000050,0,2017-01-17 12:41:54.17188+00,4,
44.1,765.68451,351.3,460.8,261.5,1,346.1,33.3,51.522793,91,-0.154563,534.84784,396.4,418.9,1.562,17.032,6.658,0,0,0,0.708,39.266,0.5,7.9,20170117124121,0,2017-01-17 12:41:29.552362+00,1,
0,784.04913,377.1,457.6,116.4,0,0,17.3,0,70,0,396.98563,396.4,386.7,0,0,0,0,0,0,0,0,0,24.2,19800106000005,5,2017-01-17 12:41:01.777123+00,4,
46.3,618.45636,351.3,431.8,255,1,329.9,33.3,51.522774,90,-0.154562,506.57895,399.6,412.5,2.029,24.182,8.604,0,0,0,0.698,41.422,0.17,7.8,20170117124042,0,2017-01-17 12:40:49.882227+00,1,
45.6,634.81519,348,435.1,258.2,1,16.5,33.2,51.52272,91,-0.154577,520.71326,396.4,415.7,1.795,25.103,9.859,0,0,0,0.726,40.045,0.28,7.8,20170117124000,0,2017-01-17 12:40:09.166605+00,1,
46.9,651.17389,348,438.3,258.2,1,309.3,32.7,51.522583,89,-0.154625,520.71326,396.4,415.7,0.789,30.383,6.647,0,0,0,0.727,42.046,0.26,7.7,20170117123920,0,2017-01-17 12:39:29.051064+00,1,
48.8,749.32587,351.3,457.6,261.5,1,354,32.6,51.522583,91,-0.154592,520.71326,393.2,415.7,3.519,31.896,9.751,0,0,0,0.717,47.587,0.48,7.8,20170117123838,1,2017-01-17 12:38:47.194102+00,1,
48.5,602.0979,348,428.6,258.2,1,13.9,32.3,51.522568,99,-0.154595,520.71326,393.2,415.7,1.099,9.642,5.769,0,0,0,0.769,40.061,0.09,7.7,20170117123750,0,2017-01-17 12:37:58.455082+00,1,
0,766.81567,351.3,454.4,116.4,0,0,17.3,0,70,0,382.72595,396.4,383.5,0,0,0,0,0,0,0,0,0,24.3,19800106000005,3,2017-01-17 12:37:23.844854+00,4,
46.4,569.38055,351.3,422.2,261.5,1,181.4,31.8,51.522518,91,-0.154653,478.31003,396.4,406.1,1.987,22.349,7.726,0,0,0,0.745,39.167,0.59,7.6,20170117123710,0,2017-01-17 12:37:19.344741+00,1,
50.1,602.0979,344.8,428.6,258.2,1,118.1,31.3,51.522644,89,-0.154675,506.57895,393.2,412.5,1.914,16.058,9.249,0,0,0,0.722,38.986,0.44,7.5,20170117123631,0,2017-01-17 12:36:39.3713+00,1,
50.9,585.7392,348,425.4,258.2,1,26.7,31.4,51.522629,93,-0.154697,534.84784,399.6,418.9,1.784,14.141,7.248,0,0,0,0.685,39.365,0.26,7.5,20170117123552,0,2017-01-17 12:36:00.059954+00,1,
