,altitude,gas_temp,gps_fix,heading,humidity,latitude,lonet_bat,longitude,pm1,pm10,pm2_5,w_pm1,w_pm10,w_pm2_5,sample_flow_rate,sampling_period,speed,temp,date,retries,timestamp,id,last_organicity_sync,raw_CO_working,raw_CO_aux,raw_NO2_working,raw_NO2_aux
2141,0.0,32.7,0.0,3.0,50.0,0.89,93.0,86.400002,0.538,2.592,2.383,0.0,0.0,0.0,3.7,11.475,12.0,7.2,20170117102631,0,2017-01-17 10:26:36.710895,1,,155.989333333,113.012363636,126.014060606,123.004121212
2140,0.0,258.2,0.0,3.0,51.1,0.39,96.0,69.599998,0.827,9.347,4.052,0.0,0.0,0.0,1.042,37.045,12.0,6.9,20170117102707,0,2017-01-17 10:27:15.384817,1,,141.00169697,107.985454545,127.007030303,123.004121212
2139,75.0,255.0,1.0,152.1,50.4,51.522846,92.0,-0.15468,4.072,23.854,10.971,0.0,0.0,0.0,0.767,38.685,0.31,6.9,20170117102746,0,2017-01-17 10:27:55.411865,1,2017-01-17 10:28:01.439488+00,163.002181818,110.995393939,128.0,123.004121212
2138,81.3,255.0,1.0,249.4,50.7,51.522865,94.0,-0.15471,1.905,18.573,10.469,0.0,0.0,0.0,0.794,46.009,0.26,6.8,20170117102832,0,2017-01-17 10:28:40.130419,1,2017-01-17 10:28:42.313629+00,141.00169697,106.992484848,128.992969697,123.004121212
2137,81.0,258.2,1.0,285.7,50.7,51.522888,93.0,-0.154737,1.883,25.392,9.259,0.0,0.0,0.0,0.786,40.864,0.28,6.8,20170117102913,0,2017-01-17 10:29:21.519938,1,2017-01-17 10:29:27.297627+00,141.994666667,107.985454545,128.992969697,123.004121212
2136,79.1,258.2,1.0,283.8,50.8,51.522919,92.0,-0.154772,1.744,20.582,10.725,0.0,0.0,0.0,0.795,45.503,0.15,6.9,20170117102959,0,2017-01-17 10:30:08.015018,1,2017-01-17 10:30:10.340143+00,149.007515152,109.009454545,128.992969697,123.004121212
2135,78.6,258.2,1.0,340.9,50.2,51.522934,100.0,-0.154808,1.042,15.665,8.302,0.0,0.0,0.0,0.919,42.262,0.35,6.8,20170117103041,0,2017-01-17 10:30:50.643162,1,2017-01-17 10:30:52.320853+00,138.984727273,106.992484848,126.014060606,122.011151515
2134,78.2,258.2,1.0,141.4,49.5,51.522907,96.0,-0.154805,1.292,14.902,7.501,0.0,0.0,0.0,0.843,41.706,0.5,6.8,20170117103123,0,2017-01-17 10:31:32.004767,1,2017-01-17 10:31:34.620159+00,138.984727273,107.985454545,128.0,123.004121212
2133,77.8,258.2,1.0,69.2,49.7,51.522881,93.0,-0.154773,1.764,22.927,10.616,0.0,0.0,0.0,0.772,42.163,0.07,6.9,20170117103205,0,2017-01-17 10:32:12.893853,1,2017-01-17 10:32:16.980686+00,138.984727273,109.009454545,128.0,123.004121212
2132,73.9,258.2,1.0,313.0,50.1,51.5229,98.0,-0.154768,1.44,30.895,10.797,0.0,0.0,0.0,0.842,44.604,0.37,6.9,20170117103250,0,2017-01-17 10:32:58.054938,1,2017-01-17 10:32:59.965719+00,136.005818182,107.985454545,128.0,122.011151515
2131,72.6,258.2,1.0,167.8,50.2,51.522896,94.0,-0.154798,1.999,22.269,10.494,0.0,0.0,0.0,0.823,40.969,0.44,7.0,20170117103331,0,2017-01-17 10:33:39.533072,1,,150.000484848,107.985454545,128.0,122.011151515
2130,71.7,258.2,1.0,175.9,50.2,51.522881,100.0,-0.15481,1.504,18.512,10.035,0.0,0.0,0.0,0.822,41.882,0.81,7.1,20170117103413,0,2017-01-17 10:34:20.937947,1,,145.004606061,107.985454545,128.0,123.004121212
2129,71.1,255.0,1.0,325.0,50.1,51.522846,94.0,-0.154788,1.867,26.554,9.924,0.0,0.0,0.0,0.818,38.988,0.85,7.1,20170117103452,0,2017-01-17 10:35:00.579613,1,,145.997575758,109.009454545,127.007030303,123.004121212
2128,68.8,255.0,1.0,168.5,49.8,51.522881,94.0,-0.1549,1.119,14.948,8.418,0.0,0.0,0.0,0.918,39.623,0.54,7.2,20170117103532,0,2017-01-17 10:35:41.702310,1,,142.987636364,109.009454545,128.0,123.997090909
2127,68.8,258.2,1.0,304.8,49.1,51.522873,91.0,-0.154907,1.535,16.043,8.15,0.0,0.0,0.0,0.772,42.167,0.22,7.3,20170117103614,0,2017-01-17 10:36:21.452656,1,,163.995151515,109.009454545,127.007030303,122.011151515
2126,69.1,258.2,1.0,342.8,48.1,51.522854,93.0,-0.154903,1.325,20.352,10.666,0.0,0.0,0.0,0.867,39.368,0.24,7.2,20170117103653,0,2017-01-17 10:37:01.257732,1,,140.008727273,110.995393939,124.990060606,123.997090909
2125,68.4,255.0,1.0,142.0,47.7,51.522797,93.0,-0.154822,1.346,14.445,8.028,0.0,0.0,0.0,0.854,39.295,0.2,7.2,20170117103732,0,2017-01-17 10:37:40.597843,1,,145.004606061,107.985454545,128.0,123.004121212
2124,67.1,258.2,1.0,342.8,47.0,51.522793,99.0,-0.154777,1.42,21.692,8.027,0.0,0.0,0.0,0.893,38.916,0.22,7.2,20170117103811,0,2017-01-17 10:38:20.061434,1,,148.014545455,109.009454545,128.992969697,123.997090909
2123,68.5,258.2,1.0,261.3,47.1,51.522861,100.0,-0.154827,1.423,20.962,8.7,0.0,0.0,0.0,0.818,39.959,0.28,7.1,20170117103852,0,2017-01-17 10:38:59.835166,1,,136.005818182,110.995393939,126.014060606,124.990060606
2122,68.7,255.0,1.0,177.2,46.7,51.522797,94.0,-0.154868,0.917,17.845,8.27,0.0,0.0,0.0,0.886,39.149,0.17,7.2,20170117103931,0,2017-01-17 10:39:39.285408,1,,136.005818182,106.992484848,128.0,123.004121212
2121,67.4,258.2,1.0,24.1,46.8,51.522743,92.0,-0.154938,2.102,21.007,9.553,0.0,0.0,0.0,0.769,39.68,0.13,7.2,20170117104010,0,2017-01-17 10:40:18.747811,1,,140.008727273,110.002424242,127.007030303,123.004121212
2120,65.5,258.2,1.0,300.0,46.6,51.522854,93.0,-0.154995,0.848,13.883,6.848,0.0,0.0,0.0,0.892,39.406,0.48,7.2,20170117104050,0,2017-01-17 10:40:58.280777,1,,137.991757576,106.992484848,127.007030303,123.004121212
2119,64.4,258.2,1.0,358.9,46.0,51.522881,93.0,-0.154987,1.208,23.759,8.392,0.0,0.0,0.0,0.907,39.546,0.3,7.2,20170117104130,0,2017-01-17 10:41:37.842941,1,,132.995878788,106.992484848,124.990060606,120.987151515
2118,64.6,258.2,1.0,150.0,45.9,51.522835,93.0,-0.154955,0.9,10.65,4.688,0.0,0.0,0.0,0.928,39.005,0.61,7.2,20170117104209,0,2017-01-17 10:42:19.549926,1,,140.008727273,110.002424242,126.014060606,123.997090909
2117,64.3,258.2,1.0,348.8,45.0,51.522854,93.0,-0.154948,0.974,10.388,5.669,0.0,0.0,0.0,0.922,42.066,0.35,7.2,20170117104251,0,2017-01-17 10:42:58.947196,1,,136.005818182,109.009454545,127.007030303,122.011151515
2116,64.0,258.2,1.0,295.5,43.8,51.522953,96.0,-0.15491,1.294,14.339,5.189,0.0,0.0,0.0,0.929,39.262,0.24,7.1,20170117104330,0,2017-01-17 10:43:38.438270,1,,131.009939394,110.995393939,126.014060606,123.004121212
2115,60.2,258.2,1.0,296.4,42.6,51.522991,92.0,-0.154898,1.929,15.214,8.993,0.0,0.0,0.0,0.776,40.027,0.48,7.1,20170117104410,0,2017-01-17 10:44:17.932398,1,,133.988848485,109.009454545,127.007030303,123.004121212
2114,60.8,258.2,1.0,180.4,42.5,51.522972,96.0,-0.154833,0.661,12.079,4.81,0.0,0.0,0.0,0.9,38.805,0.06,7.0,20170117104449,0,2017-01-17 10:44:57.455913,1,,132.002909091,106.992484848,126.014060606,122.011151515
2113,60.1,255.0,1.0,151.1,41.7,51.522896,92.0,-0.15472,0.712,10.038,4.928,0.0,0.0,0.0,0.968,39.406,0.35,7.0,20170117104528,0,2017-01-17 10:45:37.027897,1,,131.009939394,110.995393939,124.990060606,123.004121212
2112,60.9,258.2,1.0,221.8,42.6,51.522995,93.0,-0.154827,1.64,15.257,8.516,0.0,0.0,0.0,0.802,39.326,0.37,7.0,20170117104608,0,2017-01-17 10:46:16.885405,1,,136.005818182,109.009454545,124.990060606,123.004121212
2111,60.3,258.2,1.0,292.2,43.6,51.522987,93.0,-0.15478,0.771,18.064,6.287,0.0,0.0,0.0,0.9,39.889,0.37,7.0,20170117104648,0,2017-01-17 10:46:56.056431,1,,131.009939394,107.985454545,126.014060606,120.987151515
2110,61.1,258.2,1.0,309.4,44.4,51.523003,96.0,-0.15482,1.511,19.134,10.822,0.0,0.0,0.0,0.835,39.16,0.24,7.1,20170117104727,0,2017-01-17 10:47:35.518419,1,,141.994666667,106.992484848,128.0,122.011151515
2109,62.4,258.2,1.0,193.4,44.6,51.522869,100.0,-0.154777,0.649,13.099,6.023,0.0,0.0,0.0,0.868,39.35,0.59,7.1,20170117104806,0,2017-01-17 10:48:15.085399,1,,133.988848485,107.985454545,128.0,123.997090909
2108,62.5,255.0,1.0,183.9,44.6,51.522854,93.0,-0.154763,2.613,14.878,9.555,0.0,0.0,0.0,0.77,39.528,0.7,7.1,20170117104846,0,2017-01-17 10:48:54.688155,1,,141.994666667,109.009454545,128.992969697,123.004121212
2107,62.6,258.2,1.0,129.2,44.7,51.522854,94.0,-0.154683,8.869,34.215,22.006,0.0,0.0,0.0,0.66,40.04,0.59,7.2,20170117104926,0,2017-01-17 10:49:34.497240,1,,151.986424242,109.009454545,128.992969697,123.997090909
2106,62.1,258.2,1.0,6.8,45.1,51.522896,95.0,-0.154653,1.578,30.604,11.774,0.0,0.0,0.0,0.723,39.183,0.39,7.2,20170117105005,0,2017-01-17 10:50:14.140682,1,,151.986424242,111.988363636,128.0,123.004121212
2105,62.9,258.2,1.0,152.0,45.3,51.522869,93.0,-0.154665,0.789,10.759,5.96,0.0,0.0,0.0,0.877,39.565,1.56,7.2,20170117105045,0,2017-01-17 10:50:53.700082,1,,141.00169697,111.988363636,126.014060606,122.011151515
2104,64.8,258.2,1.0,350.8,44.5,51.523056,99.0,-0.15481,0.965,13.882,7.35,0.0,0.0,0.0,0.811,40.085,0.44,7.0,20170117105125,0,2017-01-17 10:51:32.895336,1,,136.998787879,110.995393939,124.990060606,123.997090909
2103,64.7,258.2,1.0,259.6,44.8,51.523022,92.0,-0.154787,0.821,12.25,6.979,0.0,0.0,0.0,0.866,39.107,0.33,7.1,20170117105204,0,2017-01-17 10:52:12.414528,1,,148.014545455,107.985454545,127.007030303,122.011151515
2102,62.4,258.2,1.0,153.3,45.0,51.522991,93.0,-0.154672,0.726,22.66,7.048,0.0,0.0,0.0,0.877,39.347,0.43,7.1,20170117105244,0,2017-01-17 10:52:51.981198,1,,144.011636364,107.985454545,127.007030303,123.004121212
2101,61.2,258.2,1.0,222.6,45.5,51.523029,93.0,-0.154612,1.109,19.112,7.726,0.0,0.0,0.0,0.802,39.184,0.22,7.3,20170117105323,0,2017-01-17 10:53:31.625591,1,,140.008727273,109.009454545,126.014060606,123.997090909
2100,61.4,255.0,1.0,229.1,44.9,51.52301,95.0,-0.154662,0.702,9.605,5.573,0.0,0.0,0.0,0.894,39.763,0.43,7.3,20170117105403,0,2017-01-17 10:54:13.318974,1,,136.998787879,107.985454545,124.990060606,122.011151515
2099,60.7,255.0,1.0,73.1,43.7,51.523079,92.0,-0.154577,1.398,13.29,7.715,0.0,0.0,0.0,0.768,42.227,0.35,7.3,20170117105445,0,2017-01-17 10:54:52.949818,1,,138.984727273,109.009454545,126.014060606,123.004121212
2098,60.0,255.0,1.0,259.9,43.4,51.523075,93.0,-0.154575,1.575,14.92,8.437,0.0,0.0,0.0,0.717,38.825,0.41,7.4,20170117105524,0,2017-01-17 10:55:33.331708,1,,140.008727273,107.985454545,126.014060606,123.004121212
2097,60.1,255.0,1.0,223.3,43.4,51.522884,98.0,-0.154785,3.432,28.629,13.081,0.0,0.0,0.0,0.663,41.385,0.37,7.3,20170117105605,0,2017-01-17 10:56:13.900806,1,,140.008727273,107.985454545,126.014060606,123.004121212
2096,61.0,258.2,1.0,252.4,44.0,51.522835,92.0,-0.154828,1.199,23.702,8.484,0.0,0.0,0.0,0.738,39.803,0.43,7.4,20170117105645,0,2017-01-17 10:56:53.029784,1,,148.014545455,109.009454545,128.0,123.004121212
2095,66.0,261.5,1.0,215.8,44.7,51.522758,100.0,-0.154752,4.43,30.938,14.828,0.0,0.0,0.0,0.697,41.454,0.81,7.4,20170117105727,0,2017-01-17 10:57:34.506768,1,,136.998787879,107.985454545,126.014060606,122.011151515
2094,68.5,258.2,1.0,342.9,44.7,51.522678,96.0,-0.154777,1.935,19.679,8.848,0.0,0.0,0.0,0.714,38.678,0.17,7.5,20170117105805,0,2017-01-17 10:58:13.927580,1,,140.008727273,107.985454545,126.014060606,123.004121212
2093,68.4,255.0,1.0,287.5,44.4,51.522743,93.0,-0.154777,1.296,10.331,6.476,0.0,0.0,0.0,0.826,39.304,0.07,7.6,20170117105845,0,2017-01-17 10:58:53.462282,1,,141.994666667,107.985454545,126.014060606,123.004121212
2092,70.1,258.2,1.0,255.2,43.6,51.522709,92.0,-0.154767,1.044,18.591,7.231,0.0,0.0,0.0,0.812,39.507,0.46,7.6,20170117105924,0,2017-01-17 10:59:32.669625,1,,140.008727273,110.002424242,127.007030303,123.004121212
2091,69.9,255.0,1.0,151.0,42.9,51.522686,93.0,-0.154787,1.042,32.465,8.453,0.0,0.0,0.0,0.822,40.024,0.31,7.7,20170117110004,0,2017-01-17 11:00:12.614656,1,,136.998787879,107.985454545,127.007030303,122.011151515
2090,69.5,258.2,1.0,163.9,43.1,51.52272,94.0,-0.154692,1.914,17.272,8.549,0.0,0.0,0.0,0.809,39.126,0.06,7.7,20170117110044,0,2017-01-17 11:00:52.377525,1,,133.988848485,107.985454545,127.007030303,123.004121212
2089,0.0,32.7,0.0,7.0,40.8,2.26,95.0,56.700001,0.052,0.145,0.14,0.0,0.0,0.0,3.7,11.837,12.0,7.5,20170117110145,0,2017-01-17 11:01:50.738214,1,,155.989333333,111.988363636,126.014060606,123.004121212
2088,0.0,258.2,0.0,8.0,42.6,0.3,98.0,131.10001,1.695,20.747,10.991,0.0,0.0,0.0,0.698,36.637,12.0,7.6,20170117110221,0,2017-01-17 11:02:30.167810,1,,141.00169697,106.992484848,127.007030303,123.004121212
2087,69.4,258.2,1.0,167.2,43.2,51.522949,91.0,-0.154805,5.001,30.292,12.215,0.0,0.0,0.0,0.729,39.546,0.5,7.7,20170117110301,0,2017-01-17 11:03:09.652169,1,,145.997575758,110.995393939,127.007030303,123.004121212
2086,69.4,258.2,1.0,0.2,42.8,51.522854,92.0,-0.154837,1.371,15.13,8.622,0.0,0.0,0.0,0.798,39.942,0.56,7.6,20170117110341,0,2017-01-17 11:03:49.122018,1,,142.987636364,109.009454545,128.0,123.004121212
2085,70.4,258.2,1.0,33.4,43.0,51.522842,92.0,-0.154858,1.486,30.694,11.275,0.0,0.0,0.0,0.76,39.501,0.24,7.7,20170117110420,0,2017-01-17 11:04:29.044620,1,,138.984727273,109.009454545,128.0,123.997090909
2084,71.9,258.2,1.0,323.1,43.2,51.522762,100.0,-0.154818,1.337,19.841,8.741,0.0,0.0,0.0,0.818,39.987,0.2,7.8,20170117110500,0,2017-01-17 11:05:09.896381,1,,141.994666667,107.985454545,127.007030303,122.011151515
2083,73.5,258.2,1.0,91.1,43.3,51.522846,92.0,-0.154768,0.814,16.349,6.996,0.0,0.0,0.0,0.946,40.362,0.13,7.8,20170117110541,0,2017-01-17 11:05:49.839176,1,,145.004606061,109.009454545,127.007030303,123.004121212
2082,75.7,261.5,1.0,175.8,43.0,51.522781,100.0,-0.15471,1.409,21.752,8.867,0.0,0.0,0.0,0.817,40.124,0.46,7.8,20170117110621,0,2017-01-17 11:06:29.365457,1,,138.984727273,110.002424242,126.014060606,122.011151515
2081,78.1,261.5,1.0,40.8,42.8,51.52282,93.0,-0.154668,1.294,14.712,7.875,0.0,0.0,0.0,0.819,39.82,0.09,7.8,20170117110701,0,2017-01-17 11:07:09.323889,1,,132.002909091,110.002424242,127.007030303,122.011151515
2080,77.6,258.2,1.0,176.1,42.6,51.522793,92.0,-0.154657,1.206,25.103,9.14,0.0,0.0,0.0,0.842,39.232,0.35,7.8,20170117110740,0,2017-01-17 11:07:48.448242,1,,132.002909091,109.009454545,128.992969697,123.004121212
2079,78.1,255.0,1.0,357.4,42.3,51.522781,100.0,-0.15467,1.544,16.787,9.299,0.0,0.0,0.0,0.801,39.041,0.11,7.8,20170117110819,0,2017-01-17 11:08:28.789568,1,,129.985939394,110.002424242,126.014060606,122.011151515
2078,80.4,258.2,1.0,163.0,42.7,51.522671,95.0,-0.15467,1.165,18.71,8.532,0.0,0.0,0.0,0.78,40.75,0.94,7.8,20170117110900,0,2017-01-17 11:09:07.437863,1,,132.995878788,109.009454545,128.0,123.004121212
2077,82.5,258.2,1.0,317.8,41.9,51.522709,92.0,-0.154697,1.118,10.036,5.441,0.0,0.0,0.0,0.831,38.485,0.3,7.8,20170117110939,0,2017-01-17 11:09:47.047590,1,,128.992969697,110.002424242,124.990060606,122.011151515
2076,85.5,258.2,1.0,177.7,41.5,51.522659,92.0,-0.154697,1.738,21.018,8.457,0.0,0.0,0.0,0.813,39.821,0.72,7.8,20170117111019,0,2017-01-17 11:10:27.317040,1,,140.008727273,110.002424242,127.007030303,123.004121212
2075,87.2,258.2,1.0,15.5,41.8,51.522785,97.0,-0.154735,0.832,17.058,7.7,0.0,0.0,0.0,0.813,39.898,0.15,7.9,20170117111059,0,2017-01-17 11:11:06.345102,1,,141.994666667,109.009454545,128.0,123.004121212
2074,87.9,258.2,1.0,168.9,41.0,51.522686,91.0,-0.154667,1.605,23.328,10.329,0.0,0.0,0.0,0.755,38.616,0.24,7.7,20170117111137,0,2017-01-17 11:11:46.035405,1,,145.004606061,110.002424242,128.992969697,123.004121212
2073,88.8,258.2,1.0,11.4,41.7,51.522686,92.0,-0.154645,1.055,20.82,9.521,0.0,0.0,0.0,0.805,39.701,0.39,7.8,20170117111217,0,2017-01-17 11:12:26.502587,1,,140.008727273,106.992484848,128.0,123.004121212
2072,89.9,258.2,1.0,338.6,42.0,51.522881,92.0,-0.154677,1.103,15.015,7.681,0.0,0.0,0.0,0.787,40.625,0.56,7.8,20170117111258,0,2017-01-17 11:13:05.371084,1,,132.995878788,110.002424242,127.007030303,122.011151515
2071,89.7,258.2,1.0,359.8,41.3,51.523079,92.0,-0.154693,1.274,31.065,9.488,0.0,0.0,0.0,0.753,38.585,0.76,7.7,20170117111336,0,2017-01-17 11:13:44.398831,1,,132.995878788,105.999515152,127.007030303,123.004121212
2070,90.5,258.2,1.0,196.6,41.0,51.523029,100.0,-0.154717,0.829,9.79,6.109,0.0,0.0,0.0,0.815,38.968,1.41,7.7,20170117111415,0,2017-01-17 11:14:23.849352,1,,145.004606061,110.002424242,128.0,122.011151515
2069,91.8,255.0,1.0,202.2,39.9,51.523003,95.0,-0.154815,0.899,38.766,10.452,0.0,0.0,0.0,0.777,39.764,0.69,7.7,20170117111455,0,2017-01-17 11:15:03.390886,1,,155.989333333,111.988363636,128.992969697,123.004121212
2067,89.4,258.2,1.0,184.6,40.5,51.522835,93.0,-0.154915,0.884,16.205,6.373,0.0,0.0,0.0,0.922,39.862,1.31,7.6,20170117111535,0,2017-01-17 11:15:43.160077,1,,150.000484848,110.995393939,128.0,123.004121212
2066,88.6,261.5,1.0,342.0,42.0,51.522964,92.0,-0.154895,0.53,13.408,5.763,0.0,0.0,0.0,0.979,38.96,0.65,7.6,20170117111614,0,2017-01-17 11:16:23.515028,1,,141.994666667,109.009454545,128.0,123.004121212
2064,88.3,255.0,1.0,117.9,41.4,51.522968,98.0,-0.154878,0.478,12.102,5.656,0.0,0.0,0.0,1.03,40.293,0.37,7.6,20170117111654,0,2017-01-17 11:17:02.091810,1,,132.995878788,110.002424242,126.014060606,123.997090909
2063,87.3,261.5,1.0,130.1,41.4,51.522953,97.0,-0.15486,1.151,11.235,5.994,0.0,0.0,0.0,0.864,38.544,0.33,7.6,20170117111733,0,2017-01-17 11:17:41.608972,1,,132.002909091,110.002424242,126.014060606,122.011151515
2062,88.4,258.2,1.0,131.1,40.1,51.522884,98.0,-0.154827,0.938,10.741,4.887,0.0,0.0,0.0,0.904,47.927,0.33,7.4,20170117111821,1,2017-01-17 11:18:27.293218,1,,142.987636364,110.002424242,126.014060606,123.004121212
2061,88.3,258.2,1.0,32.7,40.0,51.522957,96.0,-0.154797,0.688,21.11,7.358,0.0,0.0,0.0,0.942,37.365,0.28,7.5,20170117111858,0,2017-01-17 11:19:16.158004,1,,135.012848485,106.992484848,127.007030303,122.011151515
2060,87.4,258.2,1.0,338.7,39.9,51.523022,99.0,-0.15474,6.205,33.042,15.653,0.0,0.0,0.0,0.731,47.58,0.35,7.5,20170117111946,1,2017-01-17 11:19:52.362368,1,,137.991757576,109.009454545,128.0,123.004121212
2059,84.8,258.2,1.0,240.6,40.8,51.523006,98.0,-0.154777,0.825,15.035,6.931,0.0,0.0,0.0,0.873,37.684,0.22,7.5,20170117112024,0,2017-01-17 11:20:31.190493,1,,129.985939394,107.985454545,126.014060606,123.004121212
2058,82.9,261.5,1.0,143.0,40.0,51.523022,92.0,-0.154788,0.568,13.407,5.831,0.0,0.0,0.0,0.986,38.605,0.3,7.6,20170117112102,0,2017-01-17 11:21:10.628287,1,,126.014060606,106.992484848,126.014060606,123.004121212
2057,80.8,258.2,1.0,158.0,39.1,51.523125,94.0,-0.154803,1.062,13.294,6.211,0.0,0.0,0.0,0.931,39.047,0.61,7.7,20170117112142,0,2017-01-17 11:21:50.427536,1,,140.008727273,110.995393939,128.0,123.004121212
2055,75.2,258.2,1.0,205.1,39.2,51.523022,98.0,-0.154798,168.605,200.696,193.974,0.0,0.0,0.0,0.82,40.302,0.59,7.6,20170117112222,0,2017-01-17 11:22:29.699420,1,,136.005818182,107.985454545,128.0,123.004121212
2054,72.7,261.5,1.0,345.5,38.7,51.523087,93.0,-0.154775,0.819,15.743,7.204,0.0,0.0,0.0,0.876,40.606,0.37,7.6,20170117112303,0,2017-01-17 11:23:10.995474,1,,140.008727273,109.009454545,126.014060606,122.011151515
2053,69.7,258.2,1.0,109.5,38.6,51.523075,92.0,-0.154705,0.659,8.366,5.202,0.0,0.0,0.0,0.84,39.227,0.22,7.6,20170117112342,0,2017-01-17 11:23:50.620068,1,,128.0,106.992484848,127.007030303,123.004121212
2052,69.7,258.2,1.0,220.6,37.9,51.522968,92.0,-0.154702,0.765,11.399,6.525,0.0,0.0,0.0,0.932,39.584,0.44,7.6,20170117112422,0,2017-01-17 11:24:30.466157,1,,136.005818182,106.992484848,127.007030303,123.004121212
2051,69.0,258.2,1.0,256.5,37.3,51.522896,93.0,-0.154738,0.43,10.042,4.752,0.0,0.0,0.0,0.975,39.829,0.09,7.6,20170117112501,0,2017-01-17 11:25:09.701357,1,,136.005818182,109.009454545,126.014060606,120.987151515
2050,75.1,258.2,1.0,185.4,36.9,51.522881,92.0,-0.1547,0.546,8.877,4.207,0.0,0.0,0.0,1.039,39.991,0.09,7.7,20170117112541,0,2017-01-17 11:25:49.215719,1,,129.985939394,107.985454545,127.007030303,123.997090909
2049,76.7,255.0,1.0,352.4,36.4,51.52293,92.0,-0.154637,0.619,10.365,3.969,0.0,0.0,0.0,1.048,38.97,0.31,7.8,20170117112620,0,2017-01-17 11:26:28.977372,1,,137.991757576,110.002424242,128.0,123.997090909
2047,72.2,258.2,1.0,240.6,36.0,51.52293,93.0,-0.154668,0.499,13.731,3.351,0.0,0.0,0.0,1.109,39.305,0.3,7.6,20170117112700,0,2017-01-17 11:27:08.310477,1,,132.995878788,110.995393939,128.0,123.004121212
2045,65.8,258.2,1.0,19.6,36.5,51.522995,92.0,-0.154745,1.146,10.159,5.436,0.0,0.0,0.0,0.938,39.943,0.19,7.7,20170117112740,0,2017-01-17 11:27:47.762584,1,,127.007030303,109.009454545,126.014060606,122.011151515
2043,64.3,258.2,1.0,330.5,36.2,51.522942,91.0,-0.154695,1.415,8.593,5.575,0.0,0.0,0.0,0.805,39.028,0.43,7.7,20170117112819,0,2017-01-17 11:28:27.389607,1,,128.0,109.009454545,126.014060606,123.997090909
2041,65.8,258.2,1.0,163.7,37.1,51.522942,93.0,-0.154707,0.611,17.757,4.73,0.0,0.0,0.0,0.854,39.432,0.46,7.8,20170117112858,0,2017-01-17 11:29:07.436721,1,,135.012848485,109.009454545,128.992969697,122.011151515
2039,65.2,258.2,1.0,341.3,36.9,51.522907,92.0,-0.154748,0.843,11.899,5.446,0.0,0.0,0.0,0.815,39.718,0.67,7.9,20170117112938,0,2017-01-17 11:29:47.003667,1,,142.987636364,109.009454545,127.007030303,123.997090909
2037,65.5,258.2,1.0,223.1,37.1,51.522972,93.0,-0.154785,0.729,9.647,5.291,0.0,0.0,0.0,0.922,40.204,0.26,7.9,20170117113018,0,2017-01-17 11:30:26.071683,1,,140.008727273,109.009454545,127.007030303,123.997090909
2035,64.5,255.0,1.0,193.7,36.8,51.522915,92.0,-0.154815,0.955,13.34,6.353,0.0,0.0,0.0,0.928,42.605,0.15,7.9,20170117113101,0,2017-01-17 11:31:09.904732,1,,145.997575758,110.002424242,127.007030303,122.011151515
2033,65.0,258.2,1.0,69.0,37.6,51.522873,97.0,-0.154807,1.031,12.196,5.888,0.0,0.0,0.0,0.86,39.847,0.28,7.8,20170117113141,0,2017-01-17 11:31:48.819667,1,,160.985212121,107.985454545,129.985939394,123.997090909
2031,67.2,258.2,1.0,256.4,37.1,51.522808,99.0,-0.154823,0.834,26.272,8.358,0.0,0.0,0.0,0.86,38.566,0.39,7.7,20170117113220,0,2017-01-17 11:32:29.829964,1,,148.014545455,109.009454545,128.0,123.004121212
2030,69.1,258.2,1.0,5.8,38.1,51.522915,91.0,-0.154837,0.904,11.548,5.502,0.0,0.0,0.0,0.825,43.539,0.44,7.7,20170117113303,0,2017-01-17 11:33:12.024563,1,,141.00169697,107.985454545,127.007030303,122.011151515
2028,67.1,261.5,1.0,178.1,37.7,51.522915,100.0,-0.154825,2.524,22.143,7.96,0.0,0.0,0.0,0.776,40.028,0.2,7.7,20170117113343,0,2017-01-17 11:33:52.361284,1,,132.995878788,107.985454545,128.0,123.004121212
2026,67.0,258.2,1.0,176.5,37.1,51.522968,91.0,-0.154748,1.56,17.961,8.074,0.0,0.0,0.0,0.681,39.967,0.07,7.6,20170117113423,0,2017-01-17 11:34:31.223493,1,,138.984727273,110.002424242,126.014060606,123.004121212
2024,65.3,258.2,1.0,293.9,37.7,51.522964,93.0,-0.154702,0.949,13.545,6.741,0.0,0.0,0.0,0.768,39.028,0.02,7.6,20170117113502,0,2017-01-17 11:35:10.489214,1,,142.987636364,110.002424242,124.990060606,123.004121212
2021,64.2,255.0,1.0,52.7,38.4,51.522995,98.0,-0.154697,1.355,18.339,6.049,0.0,0.0,0.0,0.786,38.946,0.02,7.7,20170117113541,0,2017-01-17 11:35:49.912141,1,,144.011636364,110.002424242,128.0,122.011151515
2019,60.8,258.2,1.0,149.2,37.7,51.52293,99.0,-0.154698,1.338,9.464,5.821,0.0,0.0,0.0,0.77,39.825,0.06,7.6,20170117113621,0,2017-01-17 11:36:29.611223,1,,132.995878788,110.002424242,127.007030303,122.011151515
2017,55.3,255.0,1.0,48.1,35.7,51.522953,92.0,-0.154663,0.632,20.656,7.477,0.0,0.0,0.0,0.829,39.444,0.04,7.4,20170117113701,0,2017-01-17 11:37:09.406299,1,,135.012848485,110.002424242,128.0,123.004121212
