CO_MAIN,CO_AUX,NO2_MAIN,NO2_AUX,GAS_TEMP,MICS_CO,MICS_NO2,MICS_HN3
326,3298,226,392,259,850,3156,1719
330,3299,230,395,259,849,3157,1717
330,3297,228,395,259,850,3153,1718
331,3298,226,393,259,849,3157,1718
328,3297,226,396,259,848,3156,1719
328,3297,228,395,264,847,3157,1716
331,3299,231,392,259,849,3157,1718
334,3300,228,391,260,849,3157,1717
329,3298,228,398,259,850,3155,1718
334,3300,232,400,259,849,3156,1719
334,3299,228,394,259,849,3157,1719
334,3299,230,393,259,847,3157,1717
334,3300,226,393,259,849,3153,1718
336,3299,230,390,259,849,3157,1717
333,3300,230,392,259,849,3158,1717
334,3300,230,391,259,849,3158,1717
330,3300,229,388,259,849,3155,1719
335,3300,233,392,259,848,3157,1717
334,3299,230,388,259,849,3156,1718
334,3300,232,389,259,849,3157,1717
334,3300,233,392,259,850,3157,1717
330,3300,230,392,259,849,3155,1718
331,3300,232,390,259,849,3157,1717
332,3300,233,390,259,849,3155,1717
331,3300,235,388,259,849,3157,1717
335,3300,234,388,259,848,3156,1717
329,3298,227,388,259,850,3156,1719
329,3299,238,379,259,849,3156,1717
334,3298,235,389,259,848,3156,1718
334,3300,235,393,259,849,3155,1718
334,3300,235,394,259,848,3159,1718
333,3300,232,390,259,849,3157,1717
332,3300,230,389,259,849,3157,1717
330,3300,232,395,259,847,3157,1717
332,3300,231,392,259,848,3157,1717
333,3300,228,390,259,848,3158,1716
331,3300,233,392,259,848,3157,1716
334,3300,234,392,259,848,3157,1717
334,3300,231,389,259,847,3158,1717
333,3300,230,387,259,848,3157,1717
330,3300,233,395,260,848,3153,1719
334,3300,236,394,259,848,3157,1718
332,3300,234,393,259,848,3157,1717
334,3300,235,395,259,849,3157,1716
333,3299,236,394,259,847,3157,1717
329,3297,227,391,259,849,3155,1718
335,3300,236,393,259,847,3157,1718
335,3298,232,390,259,849,3158,1718
332,3298,231,390,259,848,3157,1717
330,3300,231,392,260,849,3156,1718
331,3298,230,388,259,848,3157,1718
333,3297,231,388,259,848,3157,1718
331,3298,231,391,259,847,3158,1716
333,3299,234,392,259,848,3157,1718
329,3298,232,396,259,848,3153,1719
332,3299,233,392,259,847,3159,1717
329,3298,234,392,259,848,3158,1717
331,3300,235,391,259,846,3157,1719
332,3300,235,394,259,848,3157,1718
327,3299,230,392,259,848,3155,1720
330,3298,234,392,259,848,3157,1717
331,3298,230,392,259,848,3159,1717
328,3298,231,395,259,851,3157,1718
332,3297,234,393,259,848,3159,1717
331,3298,233,392,259,848,3157,1717
332,3296,233,391,259,849,3159,1717
331,3299,229,394,259,849,3157,1718
328,3295,230,396,259,848,3156,1719
333,3299,235,391,259,849,3158,1717
335,3299,235,396,259,848,3159,1717
330,3298,230,398,259,849,3156,1719
333,3299,235,392,259,847,3158,1717
327,3298,229,390,259,849,3157,1718
327,3298,231,395,259,849,3155,1719
329,3295,230,396,258,849,3156,1717
331,3299,230,388,259,847,3158,1717
330,3297,228,392,259,849,3157,1718
330,3297,228,392,259,849,3156,1719
334,3298,231,392,259,849,3158,1717
330,3298,230,396,259,849,3158,1718
334,3298,234,389,259,849,3160,1717
334,3298,235,393,259,849,3159,1719
332,3298,230,395,259,847,3159,1716
333,3298,232,390,259,849,3159,1718
334,3297,234,396,259,847,3158,1717
334,3299,230,396,259,849,3158,1717
336,3298,231,389,259,848,3159,1718
333,3297,230,390,259,848,3157,1719
333,3295,235,392,259,849,3159,1717
333,3295,233,394,259,849,3158,1718
332,3295,230,391,259,848,3157,1717
334,3295,232,391,259,848,3159,1717
330,3294,228,390,259,849,3157,1719
334,3295,230,389,259,848,3159,1717
332,3294,232,390,259,848,3159,1717
330,3291,231,388,259,847,3159,1718
334,3294,234,391,259,847,3159,1718
332,3290,233,391,259,848,3160,1717
331,3292,235,392,259,847,3159,1717
330,3290,235,395,259,848,3159,1716
330,3290,233,393,259,847,3160,1717
328,3290,230,396,259,848,3157,1718
330,3285,234,394,259,847,3159,1717
331,3288,235,394,259,848,3158,1718
330,3289,232,398,259,847,3160,1718
330,3286,233,393,259,848,3157,1717
326,3285,231,393,259,847,3158,1718
330,3287,234,393,259,849,3159,1717
329,3285,234,392,259,846,3159,1717
330,3288,235,396,259,848,3159,1718
333,3288,234,394,259,849,3159,1716
331,3290,232,394,259,848,3157,1719
328,3286,233,393,259,849,3159,1717
327,3286,234,393,259,847,3159,1718
328,3283,235,392,259,847,3159,1717
331,3285,227,393,259,847,3159,1716
329,3282,233,393,259,847,3159,1716
331,3284,231,392,259,847,3159,1717
330,3285,235,393,259,846,3157,1720
330,3284,231,392,259,846,3157,1717
330,3284,230,392,259,847,3159,1718
330,3281,232,392,259,849,3158,1717
337,3286,234,397,259,847,3159,1717
333,3283,235,395,259,847,3159,1717
332,3282,234,398,259,845,3158,1718
328,3281,229,392,259,849,3157,1718
331,3282,234,396,259,846,3159,1718
332,3281,233,394,259,846,3158,1717
332,3280,237,393,259,846,3158,1718
333,3283,234,394,259,847,3157,1717
332,3281,233,396,259,846,3159,1717
333,3281,234,395,259,847,3159,1718
332,3279,230,393,259,847,3159,1718
334,3279,235,399,259,847,3159,1718
331,3277,227,390,259,847,3157,1718
334,3278,235,394,259,846,3159,1717
331,3278,230,393,259,848,3158,1718
326,3277,228,391,259,847,3157,1719
326,3273,230,393,259,847,3157,1718
332,3275,235,396,259,847,3159,1717
330,3273,236,396,259,845,3159,1718
327,3272,230,393,259,848,3157,1718
334,3275,233,394,259,847,3159,1717
333,3275,231,392,260,846,3159,1719
328,3270,229,392,259,847,3157,1718
323,3269,230,394,259,847,3157,1719
329,3270,228,392,264,847,3159,1717
326,3266,234,395,264,847,3157,1718
331,3269,235,395,259,845,3159,1717
330,3269,231,395,259,848,3159,1719
333,3265,235,392,259,846,3159,1718
327,3263,239,393,259,846,3157,1718
328,3262,233,392,259,846,3159,1717
332,3265,235,394,259,846,3161,1718
329,3263,238,396,259,844,3158,1717
331,3261,236,394,259,845,3158,1716
333,3263,237,393,259,846,3160,1716
330,3261,236,395,259,848,3160,1717
327,3259,229,394,260,849,3159,1718
329,3256,236,394,259,847,3161,1717
331,3260,237,395,259,846,3160,1717
330,3254,235,391,259,848,3160,1718
333,3257,236,396,259,847,3160,1717
331,3252,235,392,259,848,3160,1717
333,3254,233,396,259,846,3157,1717
333,3254,230,393,259,849,3161,1717
331,3253,235,396,259,846,3160,1717
330,3249,229,395,259,847,3161,1716
331,3252,230,391,259,847,3161,1717
334,3253,232,392,259,848,3161,1718
331,3251,230,390,259,845,3161,1718
330,3249,230,391,259,847,3161,1717
325,3247,227,391,260,849,3160,1719
332,3250,235,394,259,847,3159,1717
330,3247,235,392,259,847,3161,1717
331,3247,235,390,259,847,3161,1718
329,3246,230,389,259,847,3161,1718
326,3246,230,391,259,845,3157,1718
334,3249,235,392,259,847,3161,1718
332,3248,235,399,259,848,3161,1717
334,3250,235,396,259,848,3160,1717
326,3248,230,396,259,847,3160,1719
329,3247,235,397,259,847,3159,1717
330,3247,235,397,259,846,3160,1717
330,3248,235,395,259,847,3161,1718
328,3245,231,390,259,847,3161,1718
329,3248,234,393,259,846,3160,1718
329,3245,233,392,259,847,3161,1717
329,3248,230,389,259,846,3159,1718
330,3251,232,389,259,847,3161,1717
330,3249,231,392,259,845,3161,1717
326,3250,231,393,259,848,3160,1717
330,3250,234,392,259,846,3161,1717
330,3249,235,393,259,845,3160,1718
332,3251,234,391,259,847,3160,1717
329,3249,235,388,259,846,3161,1718
331,3253,237,392,259,847,3161,1717
331,3252,238,393,259,847,3161,1717
330,3252,235,391,259,847,3161,1717
330,3252,235,388,259,847,3161,1718
331,3255,230,392,259,845,3161,1716
328,3256,229,388,259,847,3159,1719
329,3255,230,391,259,847,3159,1716
328,3253,234,388,259,846,3160,1718
329,3255,236,396,259,845,3161,1718
326,3254,230,390,259,849,3159,1718
327,3257,228,390,259,848,3159,1718
328,3258,229,388,260,847,3160,1721
327,3259,231,388,260,847,3160,1719
325,3257,232,388,259,846,3160,1719
329,3256,235,393,260,847,3161,1717
330,3258,229,391,259,847,3159,1719
332,3260,234,392,259,848,3162,1718
326,3256,230,391,259,847,3160,1719
330,3260,236,392,259,848,3161,1717
327,3261,232,393,259,848,3160,1716
328,3262,231,391,264,847,3161,1717
331,3263,231,398,264,846,3161,1716
328,3263,229,391,264,845,3159,1716
334,3262,235,391,264,847,3159,1718
329,3270,226,391,264,845,3161,1716
331,3265,235,394,259,847,3161,1717
331,3264,235,397,259,846,3161,1718
334,3265,235,397,259,848,3161,1716
329,3265,230,392,259,846,3161,1719
332,3265,235,393,259,846,3161,1717
331,3265,233,391,259,847,3161,1717
332,3265,228,389,259,846,3159,1717
328,3265,231,389,259,847,3162,1717
334,3269,231,389,259,846,3161,1717
330,3265,236,392,259,846,3161,1718
331,3265,235,395,259,846,3161,1719
331,3266,235,391,259,845,3161,1717
331,3267,229,391,259,847,3160,1719
334,3267,231,395,259,845,3161,1717
335,3268,233,394,259,845,3161,1717
333,3267,234,394,259,846,3161,1718
332,3268,231,392,259,845,3161,1717
330,3266,231,394,259,848,3159,1719
334,3270,233,392,259,847,3162,1717
331,3266,234,397,259,845,3161,1716
332,3269,234,396,259,844,3161,1717
333,3270,234,392,259,846,3162,1717
330,3271,229,394,259,847,3159,1718
334,3271,236,396,259,846,3161,1718
332,3270,233,397,259,846,3161,1717
334,3270,235,395,259,847,3162,1717
334,3269,235,396,259,846,3162,1717
333,3269,229,393,259,845,3162,1717
333,3267,233,396,259,847,3163,1717
334,3269,235,397,259,847,3162,1717
335,3272,234,396,259,846,3161,1716
334,3270,230,396,259,846,3162,1716
330,3270,236,392,259,846,3162,1718
334,3271,233,394,259,845,3162,1717
335,3273,235,396,259,845,3161,1717
334,3270,234,392,259,846,3160,1716
330,3270,230,392,259,845,3160,1719
330,3269,235,392,259,845,3162,1717
331,3269,235,392,259,847,3163,1717
335,3273,232,392,259,846,3162,1717
334,3273,234,393,259,845,3162,1718
331,3272,231,397,259,847,3158,1719
333,3272,234,396,259,846,3163,1717
333,3270,235,392,259,845,3161,1718
330,3271,235,392,259,846,3162,1718
328,3269,231,395,259,846,3160,1719
326,3269,227,393,259,846,3158,1720
330,3271,231,394,259,846,3161,1717
330,3269,236,397,259,845,3161,1718
333,3272,232,395,259,846,3161,1717
330,3269,234,398,259,846,3161,1719
336,3271,234,393,259,845,3161,1718
334,3273,235,389,259,845,3163,1717
333,3271,232,389,259,845,3161,1717
336,3275,235,392,259,846,3161,1717
330,3270,230,392,259,847,3158,1718
328,3268,229,389,260,846,3160,1718
328,3268,230,392,260,847,3161,1719
327,3269,230,392,259,846,3161,1719
326,3269,231,395,259,845,3161,1719
326,3269,230,393,259,845,3161,1718
334,3270,234,396,259,845,3163,1718
332,3269,233,392,259,846,3162,1717
335,3273,233,393,259,845,3161,1718
329,3268,224,390,259,844,3161,1717
328,3269,226,390,259,845,3163,1717
326,3271,226,388,264,845,3160,1718
328,3273,227,392,264,845,3162,1716
328,3272,231,391,259,846,3160,1718
332,3275,227,396,259,846,3161,1718
334,3273,232,392,259,845,3163,1717
326,3269,230,388,259,846,3162,1718
330,3271,230,388,259,846,3162,1717
330,3269,232,393,259,846,3162,1717
326,3269,228,391,259,846,3161,1719
330,3270,230,391,259,845,3161,1718
330,3271,233,395,259,845,3164,1717
330,3272,230,392,259,846,3161,1717
333,3273,227,394,259,845,3163,1716
331,3273,231,391,259,846,3163,1717
331,3271,233,390,259,845,3161,1718
332,3273,230,392,259,845,3161,1718
329,3271,232,392,259,845,3160,1717
326,3271,229,392,259,846,3161,1718
330,3273,235,392,259,845,3163,1717
333,3274,233,392,259,845,3161,1716
331,3273,231,392,259,845,3163,1717
333,3276,235,393,259,845,3161,1717
329,3273,230,393,259,845,3161,1719
333,3272,232,389,259,845,3161,1717
333,3273,231,393,259,846,3161,1717
335,3275,231,396,259,845,3161,1718
336,3275,231,392,259,844,3163,1717
334,3273,233,392,259,845,3161,1717
338,3275,230,391,259,845,3162,1718
333,3273,236,395,259,849,3163,1719
330,3272,233,395,259,846,3162,1717
330,3276,229,391,259,846,3160,1718
332,3273,231,391,259,844,3162,1717
329,3274,231,388,259,845,3163,1717
333,3275,234,391,259,845,3161,1717
333,3277,230,391,259,844,3162,1717
331,3275,226,389,259,845,3161,1718
335,3278,234,394,259,841,3161,1716
333,3275,231,394,259,845,3160,1717
330,3272,232,391,259,846,3162,1717
330,3272,233,392,259,847,3164,1718
326,3271,227,395,259,845,3162,1719
335,3277,232,396,259,846,3164,1717
332,3275,233,392,259,846,3164,1717
333,3275,232,391,259,845,3164,1717
332,3274,225,395,259,845,3163,1717
334,3275,234,396,259,845,3164,1718
334,3277,230,391,259,845,3164,1717
335,3275,233,393,259,844,3165,1717
332,3272,230,394,259,846,3165,1717
328,3272,229,394,259,845,3163,1719
335,3273,232,389,259,846,3164,1717
331,3270,232,391,259,845,3164,1718
334,3271,233,392,259,845,3164,1717
333,3271,234,391,259,846,3161,1717
329,3270,229,392,259,846,3163,1719
331,3269,231,391,259,846,3164,1716
330,3269,235,399,259,846,3164,1717
333,3270,236,399,259,845,3163,1716
333,3269,237,397,259,845,3165,1719
328,3267,229,392,259,845,3163,1719
330,3266,235,397,259,845,3164,1718
327,3262,231,395,259,845,3163,1719
329,3268,228,389,259,846,3161,1718
326,3263,227,392,259,848,3163,1718
328,3265,229,393,259,847,3163,1718
330,3265,229,392,259,847,3163,1718
332,3264,231,396,259,845,3164,1720
327,3265,230,395,260,846,3163,1716
331,3263,235,398,259,846,3162,1719
324,3261,230,393,259,846,3165,1718
329,3265,232,403,259,846,3165,1719
326,3264,228,400,259,846,3165,1718
328,3269,231,401,259,847,3164,1718
327,3265,231,401,259,845,3163,1717
328,3263,232,396,259,846,3164,1720
331,3265,232,396,259,846,3165,1717
334,3265,233,397,259,846,3165,1717
328,3264,228,396,259,845,3164,1719
332,3267,231,392,259,843,3164,1718
330,3266,232,388,259,845,3164,1717
334,3267,236,396,259,845,3165,1717
331,3264,238,401,259,844,3165,1717
329,3264,231,392,259,845,3164,1719
330,3262,234,394,259,845,3163,1717
333,3265,235,395,259,845,3164,1717
330,3266,232,392,259,844,3165,1716
329,3262,233,392,259,845,3164,1718
330,3263,229,396,259,845,3162,1718
332,3265,235,396,259,845,3164,1718
331,3268,235,394,259,842,3165,1717
330,3261,235,394,259,844,3165,1717
331,3266,235,399,259,845,3165,1718
333,3266,233,393,260,845,3165,1717
331,3264,236,396,259,843,3165,1717
331,3264,232,393,259,845,3164,1717
330,3268,235,394,259,845,3165,1718
330,3268,230,396,259,843,3165,1718
329,3266,236,394,259,845,3163,1717
332,3269,234,392,259,845,3163,1717
333,3267,234,392,259,844,3165,1717
331,3266,235,393,259,845,3163,1716
331,3269,230,396,259,844,3163,1718
334,3271,235,396,259,845,3165,1717
330,3269,231,390,259,845,3163,1718
332,3271,232,391,259,845,3162,1718
332,3270,232,392,259,845,3162,1717
327,3270,228,390,260,845,3162,1719
330,3269,235,393,259,844,3164,1717
333,3270,232,392,259,844,3163,1717
330,3273,233,395,259,844,3163,1718
328,3273,228,395,259,845,3162,1719
331,3273,234,393,259,845,3164,1717
334,3273,232,393,259,845,3163,1718
330,3272,234,392,259,845,3161,1717
336,3277,237,392,259,844,3163,1717
327,3275,228,392,259,845,3162,1718
330,3275,232,390,259,845,3163,1717
335,3277,231,392,259,845,3165,1717
330,3275,230,393,259,845,3163,1718
337,3278,234,392,259,845,3165,1717
330,3276,229,392,259,841,3163,1719
334,3278,233,392,259,845,3165,1717
331,3276,232,393,259,845,3165,1717
333,3281,234,393,259,845,3162,1717
334,3278,236,394,259,845,3164,1718
333,3278,235,397,259,844,3165,1717
333,3279,236,400,259,844,3164,1717
331,3277,232,393,259,844,3166,1717
331,3278,233,395,259,843,3164,1717
333,3280,230,399,259,844,3163,1716
329,3281,230,394,260,846,3162,1719
329,3278,231,396,259,843,3162,1717
329,3279,232,400,259,845,3163,1719
334,3282,235,399,259,844,3165,1718
333,3282,235,394,259,844,3165,1717
332,3283,234,398,259,845,3165,1717
334,3285,236,396,259,845,3165,1717
333,3282,235,394,259,845,3165,1719
334,3287,235,389,259,845,3165,1716
337,3286,235,392,259,845,3165,1716
333,3284,231,390,264,846,3163,1717
331,3283,231,395,259,846,3164,1717
332,3290,230,394,259,844,3164,1717
336,3286,230,393,259,844,3165,1716
334,3285,234,392,259,844,3165,1717
335,3289,235,392,259,844,3165,1717
334,3289,235,390,259,845,3165,1717
335,3288,234,392,259,844,3165,1717
329,3285,229,390,259,845,3164,1719
334,3284,233,395,259,844,3165,1718
334,3286,231,392,259,844,3165,1718
334,3285,233,396,259,844,3165,1717
334,3286,235,395,259,844,3164,1717
331,3287,228,393,259,844,3165,1719
336,3288,235,392,259,845,3165,1717
334,3286,232,392,259,844,3165,1717
336,3289,235,396,259,844,3164,1717
336,3291,235,393,259,844,3163,1717
334,3290,234,392,259,844,3167,1717
335,3291,232,391,259,844,3165,1717
336,3290,236,396,259,843,3166,1717
334,3290,233,395,259,845,3165,1717
331,3290,230,394,259,845,3164,1718
334,3287,232,392,259,843,3165,1718
334,3291,231,391,259,844,3166,1718
335,3292,235,396,259,844,3164,1718
335,3292,231,392,259,844,3165,1717
330,3287,228,390,259,845,3161,1718
332,3287,230,393,259,843,3165,1717
333,3288,229,388,259,844,3165,1718
330,3286,231,392,259,844,3165,1717
334,3288,235,398,259,844,3169,1717
330,3288,231,396,259,844,3162,1718
332,3285,235,393,259,845,3165,1717
334,3286,230,391,259,844,3165,1716
333,3288,235,397,259,843,3166,1717
331,3286,230,400,259,842,3165,1718
332,3288,234,396,258,843,3165,1717
330,3285,235,397,260,844,3165,1717
334,3289,233,392,259,845,3167,1717
331,3287,235,395,259,845,3166,1717
330,3285,230,396,259,844,3165,1718
332,3285,236,396,259,845,3165,1717
334,3288,235,395,259,845,3164,1717
330,3285,229,393,259,844,3164,1719
334,3286,233,394,259,843,3165,1717
330,3287,229,394,259,845,3163,1717
331,3288,230,394,259,842,3165,1717
335,3288,233,392,259,843,3165,1717
336,3289,231,393,259,843,3166,1717
337,3289,234,396,259,845,3165,1718
332,3287,233,394,259,844,3166,1717
334,3286,235,394,259,843,3166,1717
330,3285,231,394,259,843,3165,1717
328,3285,228,396,259,845,3164,1719
328,3285,228,394,259,845,3165,1719
332,3285,234,398,259,845,3162,1717
331,3287,232,395,259,845,3165,1718
331,3285,230,394,259,844,3165,1717
328,3286,230,395,259,845,3165,1718
331,3285,226,395,259,843,3167,1716
330,3285,230,396,259,844,3165,1719
326,3283,230,394,259,845,3163,1718
329,3285,228,396,259,843,3165,1718
328,3288,230,401,259,844,3165,1718
331,3287,230,397,259,843,3163,1716
326,3285,232,400,259,844,3166,1719
333,3288,232,401,259,842,3167,1717
331,3285,233,402,259,845,3166,1716
330,3285,228,400,259,842,3167,1716
326,3284,227,396,264,843,3166,1716
330,3285,230,396,259,844,3165,1718
327,3285,230,393,259,844,3165,1718
326,3285,231,395,259,845,3166,1717
329,3286,228,394,260,845,3164,1718
330,3286,233,394,259,843,3165,1717
332,3285,234,396,259,844,3166,1717
329,3285,231,391,259,843,3165,1717
328,3285,230,389,259,843,3165,1717
326,3284,229,392,258,843,3165,1719
328,3287,236,393,259,845,3167,1717
330,3285,236,396,259,845,3166,1716
329,3285,236,396,259,845,3165,1718
331,3288,237,396,259,845,3165,1717
332,3289,239,399,259,843,3166,1717
332,3288,236,399,259,844,3167,1719
334,3290,238,396,259,844,3167,1717
335,3291,236,396,259,844,3166,1718
334,3290,230,395,259,842,3168,1716
332,3290,236,396,259,843,3166,1717
331,3285,235,398,259,845,3167,1718
334,3287,237,398,259,843,3166,1717
332,3288,236,396,259,844,3168,1718
328,3286,230,396,259,844,3166,1718
334,3290,233,393,259,842,3167,1717
330,3286,237,400,259,845,3165,1718
334,3289,236,398,259,845,3167,1717
334,3291,236,396,259,845,3168,1717
332,3290,233,396,259,844,3166,1718
334,3290,236,398,259,843,3166,1717
332,3290,235,396,259,843,3168,1717
332,3288,234,397,259,843,3165,1718
331,3289,232,399,259,844,3166,1717
335,3291,236,396,259,843,3166,1718
334,3289,236,398,259,844,3168,1718
335,3289,233,396,259,845,3168,1719
334,3290,235,398,259,845,3166,1718
329,3288,230,396,259,843,3165,1718
334,3290,231,399,259,841,3167,1717
332,3289,233,398,259,843,3169,1717
333,3289,235,397,259,843,3167,1718
337,3290,235,399,259,844,3168,1717
330,3289,230,395,259,843,3166,1718
335,3291,235,396,259,842,3168,1716
336,3292,233,394,259,842,3169,1718
334,3288,235,396,259,843,3168,1717
335,3290,231,393,259,843,3168,1717
333,3289,231,395,259,842,3167,1717
334,3291,233,395,259,841,3166,1717
332,3289,233,395,259,843,3169,1717
332,3288,232,394,259,842,3167,1717
330,3285,226,392,259,842,3168,1716
334,3287,233,396,260,844,3167,1717
335,3287,233,393,259,844,3166,1717
336,3286,235,395,259,844,3167,1717
330,3285,230,394,259,844,3166,1718
331,3285,230,394,259,843,3166,1719
334,3285,235,400,259,843,3167,1717
335,3287,234,396,259,843,3166,1717
332,3285,233,395,259,845,3166,1717
332,3288,233,395,259,844,3167,1718
330,3284,231,394,259,843,3166,1718
330,3285,230,396,259,844,3166,1719
323,3281,230,398,259,843,3166,1718
331,3284,235,395,259,842,3169,1717
326,3281,231,397,260,844,3165,1718
333,3286,235,397,259,842,3169,1717
327,3281,231,398,259,843,3165,1718
332,3283,237,397,259,843,3166,1718
326,3281,230,396,259,841,3166,1716
330,3282,234,393,259,842,3167,1719
328,3283,230,396,259,843,3168,1719
330,3287,228,400,259,843,3165,1718
331,3290,229,397,259,843,3166,1719
328,3281,232,395,264,844,3166,1717
325,3280,228,397,259,843,3166,1719
332,3282,230,392,259,841,3167,1717
330,3282,228,396,259,842,3167,1716
331,3281,230,400,259,842,3168,1717
333,3278,231,396,259,842,3167,1718
331,3281,232,399,259,843,3168,1716
330,3280,236,402,259,842,3169,1717
333,3281,234,402,259,841,3166,1717
331,3280,233,396,260,844,3168,1717
330,3281,230,402,259,843,3166,1719
330,3278,234,401,259,842,3168,1717
331,3277,230,397,259,842,3167,1717
331,3277,233,397,259,842,3168,1718
333,3279,233,397,259,842,3166,1718
330,3280,230,397,259,843,3165,1718
333,3281,234,396,259,844,3166,1717
331,3278,235,396,259,841,3169,1717
334,3281,233,396,259,842,3166,1717
330,3278,233,397,259,843,3169,1718
330,3277,229,398,259,842,3165,1718
334,3281,235,396,259,842,3168,1717
330,3278,235,396,259,843,3169,1718
333,3280,233,396,260,842,3169,1718
333,3280,226,396,259,841,3168,1716
334,3280,232,395,259,845,3169,1717
333,3277,235,396,259,842,3168,1717
337,3280,234,401,259,843,3168,1717
330,3277,235,398,259,844,3169,1717
327,3274,228,395,259,844,3168,1718
329,3273,233,376,259,845,3170,1717
336,3279,234,380,259,842,3169,1717
330,3279,233,380,259,843,3169,1717
332,3278,235,396,259,842,3169,1717
330,3279,231,401,259,843,3168,1718
334,3282,234,397,259,842,3168,1717
332,3278,235,397,259,843,3169,1717
330,3275,236,398,259,845,3169,1718
336,3279,235,396,259,842,3168,1716
330,3276,234,401,259,842,3169,1717
335,3278,233,393,259,842,3168,1719
334,3282,236,397,259,843,3169,1717
333,3281,234,394,259,842,3169,1717
329,3277,230,396,259,845,3165,1720
334,3281,236,400,259,844,3167,1717
334,3281,235,394,259,842,3168,1717
333,3281,234,396,259,842,3169,1717
330,3279,234,398,259,843,3169,1717
328,3279,230,396,259,841,3165,1717
334,3281,235,397,259,841,3169,1717
333,3281,232,394,259,842,3167,1716
331,3279,230,394,259,842,3169,1717
332,3282,233,395,259,843,3169,1717
331,3280,229,396,259,841,3168,1718
335,3283,234,401,259,843,3169,1717
335,3285,235,401,259,842,3167,1718
335,3280,235,398,259,842,3168,1717
330,3278,236,398,259,843,3169,1717
329,3281,229,395,259,843,3168,1719
328,3280,228,395,259,843,3168,1718
331,3284,233,395,259,842,3169,1718
330,3284,229,393,259,844,3167,1719
327,3282,230,399,259,844,3167,1718
331,3281,235,396,259,842,3169,1717
330,3281,235,396,259,842,3169,1718
333,3281,236,396,259,843,3169,1717
328,3282,230,398,259,841,3169,1718
330,3281,231,393,264,845,3170,1718
328,3281,229,394,264,842,3168,1717
330,3282,226,395,259,841,3170,1716
334,3286,228,403,259,843,3168,1718
333,3284,234,398,259,842,3169,1717
332,3282,231,394,259,841,3169,1717
330,3285,238,399,259,842,3167,1717
331,3283,233,398,259,842,3170,1717
332,3286,234,398,259,841,3170,1717
333,3283,229,396,259,841,3169,1716
331,3282,230,396,259,841,3169,1716
333,3284,230,395,259,843,3169,1717
330,3282,231,394,259,842,3169,1716
332,3284,232,396,259,842,3169,1717
327,3281,227,396,259,843,3167,1718
334,3283,235,397,259,843,3169,1718
332,3283,233,398,259,842,3169,1717
333,3281,235,396,259,843,3170,1717
334,3282,235,401,259,842,3169,1717
326,3281,231,396,259,842,3169,1719
333,3280,233,395,259,841,3169,1717
334,3282,233,395,259,843,3169,1716
331,3281,234,397,259,841,3170,1718
334,3283,233,397,259,842,3169,1717
335,3285,233,401,259,842,3170,1717
332,3281,233,398,259,841,3170,1717
334,3283,231,398,259,840,3169,1716
331,3281,235,398,259,841,3169,1718
330,3281,230,391,259,843,3167,1718
335,3281,233,394,259,841,3170,1717
335,3282,234,393,259,841,3169,1717
334,3281,236,395,259,844,3170,1718
333,3282,234,395,259,842,3169,1717
329,3280,230,394,259,843,3167,1718
335,3281,232,396,259,841,3169,1717
331,3281,234,396,259,841,3169,1717
334,3282,235,395,259,841,3169,1718
330,3281,234,393,259,841,3169,1717
333,3281,235,395,259,841,3169,1718
335,3282,235,394,259,841,3169,1717
332,3278,234,396,259,842,3169,1717
333,3281,234,396,259,842,3170,1717
332,3277,225,396,259,840,3171,1716
333,3277,235,397,259,841,3169,1717
330,3277,233,396,259,841,3169,1717
334,3280,236,397,259,842,3170,1718
334,3281,235,397,259,841,3169,1717
330,3279,230,395,259,842,3169,1719
333,3278,235,399,259,841,3169,1717
333,3282,233,394,259,842,3166,1717
333,3279,235,396,259,843,3170,1718
333,3280,235,401,259,844,3169,1717
330,3278,230,396,259,844,3170,1718
333,3280,230,394,259,843,3169,1718
335,3280,234,395,259,843,3170,1717
336,3281,236,398,259,843,3168,1717
332,3280,235,397,259,841,3169,1717
336,3281,236,397,259,843,3171,1718
330,3279,235,398,259,842,3170,1717
335,3281,235,401,259,842,3170,1717
330,3278,229,396,259,841,3169,1719
330,3281,234,404,259,843,3169,1718
331,3281,230,400,260,843,3169,1719
330,3277,227,398,259,842,3169,1718
329,3276,228,398,259,842,3169,1718
335,3279,235,397,259,840,3170,1717
330,3279,229,398,259,842,3169,1717
331,3275,233,401,259,842,3171,1717
329,3277,227,397,259,843,3169,1721
330,3275,230,396,259,842,3170,1717
329,3277,230,400,264,841,3170,1716
332,3278,235,406,264,841,3170,1716
329,3277,229,400,264,840,3169,1716
329,3282,230,400,264,841,3169,1717
334,3283,229,399,264,841,3169,1716
327,3276,232,397,259,841,3169,1719
334,3281,235,399,259,842,3172,1717
331,3276,238,401,259,841,3172,1717
334,3278,237,398,259,840,3170,1718
334,3279,235,395,259,841,3173,1717
329,3275,233,398,259,843,3169,1718
335,3278,236,397,259,842,3170,1717
335,3280,237,399,259,841,3171,1719
335,3278,235,396,259,841,3169,1718
333,3277,235,394,259,841,3171,1717
330,3274,230,393,259,842,3169,1718
336,3276,235,400,259,842,3169,1719
333,3274,236,398,259,842,3168,1718
336,3276,236,397,259,841,3169,1717
334,3274,237,397,259,841,3169,1717
333,3275,235,399,259,841,3170,1717
333,3275,235,400,259,842,3170,1717
331,3273,233,401,259,842,3172,1717
332,3275,234,401,259,841,3170,1718
