CO_MAIN,CO_AUX,NO2_MAIN,NO2_AUX,GAS_TEMP,MICS_CO,MICS_NO2,MICS_HN3
358,3300,230,404,259,839,3145,1717
359,3300,228,400,259,838,3146,1718
355,3300,230,405,259,839,3145,1719
357,3300,228,403,258,838,3144,1717
359,3300,226,404,259,838,3144,1719
358,3300,230,401,259,838,3146,1719
355,3300,229,399,258,838,3145,1718
355,3300,231,403,259,837,3146,1718
355,3300,233,404,259,838,3146,1719
352,3300,232,405,260,839,3145,1719
355,3300,231,402,258,838,3146,1719
354,3300,230,401,259,838,3146,1719
353,3300,230,401,259,838,3147,1718
357,3300,230,400,259,839,3148,1719
355,3300,229,401,260,841,3145,1719
356,3300,231,404,259,839,3146,1719
357,3300,230,401,258,839,3146,1718
353,3300,229,401,259,839,3147,1719
354,3300,230,400,259,840,3146,1718
357,3300,231,400,259,839,3145,1718
354,3300,228,396,259,840,3148,1718
355,3300,227,394,259,840,3147,1718
358,3300,230,396,259,840,3148,1719
352,3300,227,396,260,838,3144,1719
352,3300,230,398,260,842,3143,1719
359,3300,230,397,260,842,3144,1720
359,3300,226,395,260,842,3144,1719
356,3300,230,398,259,840,3148,1719
355,3300,229,394,259,841,3146,1719
353,3300,227,396,260,841,3146,1716
355,3300,227,396,259,841,3144,1720
354,3300,227,396,258,841,3148,1720
356,3300,231,401,259,841,3145,1716
350,3300,227,397,259,840,3146,1718
349,3300,226,396,259,841,3145,1719
350,3300,227,396,263,841,3144,1716
352,3300,226,396,259,841,3146,1718
351,3300,228,400,259,841,3146,1718
351,3300,229,398,259,841,3147,1717
351,3300,227,398,259,841,3144,1718
350,3300,232,399,259,841,3146,1718
352,3300,231,398,259,841,3146,1718
347,3300,227,396,259,842,3145,1719
353,3300,230,398,259,841,3146,1718
353,3300,232,401,259,841,3146,1719
351,3300,231,397,259,841,3144,1718
352,3300,232,399,259,841,3144,1719
351,3300,230,400,259,843,3144,1719
355,3300,230,401,259,842,3146,1717
354,3300,230,399,259,842,3146,1719
352,3300,229,398,259,841,3145,1718
351,3300,231,399,260,841,3144,1719
351,3300,231,399,259,842,3146,1718
351,3300,230,399,259,841,3146,1718
351,3300,231,398,259,842,3147,1718
351,3300,231,396,259,843,3146,1718
350,3300,228,397,259,842,3144,1719
353,3300,229,396,259,842,3147,1718
350,3300,230,394,259,841,3147,1719
349,3300,230,397,259,842,3147,1718
351,3300,229,399,259,842,3144,1718
348,3300,227,397,259,841,3146,1719
351,3300,230,405,259,841,3147,1718
351,3300,226,401,259,841,3144,1718
352,3300,229,396,259,841,3145,1718
351,3300,226,398,259,841,3147,1718
352,3300,230,399,259,841,3148,1718
353,3300,230,402,259,842,3148,1718
351,3300,229,396,259,841,3148,1718
355,3300,228,399,259,841,3148,1718
351,3300,229,401,259,842,3148,1716
352,3300,227,397,259,841,3148,1718
353,3300,227,395,259,842,3150,1717
351,3300,226,394,258,842,3149,1719
351,3300,229,400,259,843,3148,1719
351,3300,229,401,259,843,3148,1719
350,3300,231,398,259,842,3149,1718
352,3300,229,401,259,844,3148,1719
355,3300,230,404,259,842,3148,1719
351,3300,228,398,259,843,3148,1718
351,3300,228,397,260,844,3147,1721
351,3300,229,396,259,844,3146,1718
350,3300,233,407,259,845,3148,1719
350,3300,231,400,259,844,3148,1718
354,3300,229,401,259,845,3148,1719
354,3300,230,401,259,844,3148,1718
351,3300,229,396,259,845,3148,1717
354,3300,228,398,259,845,3148,1717
352,3300,230,402,259,845,3148,1719
351,3300,225,406,259,845,3146,1719
351,3300,230,405,259,847,3148,1719
351,3300,230,401,259,845,3148,1718
352,3300,227,403,258,844,3147,1718
351,3300,229,409,259,845,3146,1717
351,3300,230,404,259,845,3147,1717
349,3300,228,402,259,845,3146,1719
350,3300,227,403,259,847,3146,1719
346,3300,226,404,259,846,3146,1719
350,3300,230,403,259,845,3148,1719
347,3300,226,402,259,846,3146,1719
354,3300,232,404,259,845,3148,1718
353,3300,229,405,259,845,3147,1718
351,3300,230,405,259,845,3148,1721
351,3300,230,405,259,845,3146,1719
347,3300,227,405,259,845,3146,1719
349,3300,228,405,259,846,3148,1719
349,3300,227,406,260,845,3148,1716
348,3300,230,403,264,847,3150,1718
347,3300,227,401,259,847,3145,1719
351,3300,228,399,259,845,3148,1718
351,3300,231,400,259,844,3147,1719
351,3300,231,401,259,845,3145,1718
353,3300,233,399,259,845,3148,1719
346,3300,228,400,259,846,3145,1719
353,3300,231,402,259,846,3148,1718
350,3300,231,396,259,845,3147,1717
351,3300,230,401,259,846,3146,1717
353,3300,230,401,259,846,3149,1717
353,3300,235,406,259,846,3148,1718
351,3300,235,406,259,845,3148,1718
351,3300,234,400,259,847,3147,1718
352,3300,234,396,259,845,3146,1719
351,3300,229,394,259,845,3148,1719
350,3300,233,395,259,846,3147,1719
351,3300,235,393,259,846,3148,1718
349,3300,234,398,259,845,3147,1718
352,3300,233,396,259,845,3148,1718
351,3300,229,399,259,847,3147,1719
349,3300,231,396,259,847,3148,1719
351,3300,231,395,259,845,3147,1717
351,3300,232,395,259,847,3145,1718
351,3300,231,394,259,847,3148,1718
344,3300,225,396,259,846,3146,1720
348,3300,230,396,259,845,3148,1718
347,3300,232,395,259,845,3148,1718
347,3300,233,396,259,845,3148,1719
342,3300,229,397,259,845,3145,1719
348,3300,231,398,259,848,3148,1717
346,3300,234,399,259,846,3147,1717
347,3300,230,397,259,846,3148,1718
347,3300,232,396,259,846,3146,1718
344,3300,227,396,259,849,3147,1720
350,3300,232,399,259,847,3146,1717
349,3300,230,397,259,845,3147,1719
351,3300,229,396,259,848,3145,1718
351,3300,230,398,259,847,3146,1719
346,3300,227,397,259,848,3144,1718
350,3300,231,397,259,846,3148,1719
346,3300,233,399,259,846,3145,1719
349,3300,230,397,259,847,3147,1718
351,3300,230,396,259,847,3146,1718
350,3300,231,403,259,848,3148,1718
346,3300,233,400,259,847,3146,1717
347,3300,232,399,259,848,3148,1717
348,3300,232,401,259,849,3147,1718
347,3300,228,401,259,845,3146,1716
347,3300,230,398,259,848,3147,1719
342,3300,226,401,259,848,3145,1719
346,3300,228,398,259,848,3147,1717
345,3300,230,397,259,848,3148,1718
343,3300,227,399,259,848,3147,1719
348,3300,233,401,259,848,3148,1718
347,3300,230,399,259,846,3148,1719
347,3300,231,398,259,848,3148,1719
344,3300,228,401,259,849,3147,1719
347,3300,231,401,259,849,3148,1717
342,3300,229,397,259,849,3146,1719
342,3300,228,402,259,849,3148,1719
342,3300,226,400,259,849,3147,1719
342,3300,226,399,259,849,3147,1719
345,3300,230,399,259,848,3148,1719
346,3300,230,397,259,849,3148,1718
339,3300,223,396,259,849,3146,1717
338,3300,226,395,259,849,3148,1719
347,3300,228,395,259,849,3148,1718
340,3300,224,394,259,849,3148,1721
340,3300,222,395,259,849,3148,1718
338,3300,228,396,259,849,3147,1719
344,3300,226,394,259,848,3150,1716
338,3300,226,396,259,849,3145,1719
347,3300,231,396,259,847,3146,1717
342,3300,229,396,259,849,3148,1718
345,3300,230,396,259,849,3148,1718
345,3300,231,398,259,849,3148,1717
347,3300,232,399,259,849,3148,1719
344,3300,230,396,259,850,3148,1718
347,3300,234,401,259,849,3148,1717
344,3300,230,393,259,849,3147,1718
342,3300,230,401,259,849,3146,1719
346,3300,233,401,259,849,3148,1718
345,3300,231,396,259,848,3147,1718
346,3300,235,401,259,849,3148,1718
344,3300,234,400,259,848,3148,1717
343,3300,227,398,258,849,3144,1720
347,3300,232,395,259,849,3148,1718
345,3300,233,396,259,848,3145,1718
343,3300,231,398,259,849,3147,1718
345,3300,234,396,259,849,3146,1719
340,3300,229,400,259,849,3146,1719
345,3300,233,397,259,849,3148,1718
346,3300,234,396,259,850,3148,1716
344,3300,231,393,259,848,3149,1717
342,3300,224,392,259,849,3150,1717
344,3300,233,396,259,849,3150,1718
344,3300,231,394,259,849,3148,1718
345,3300,233,396,259,849,3146,1717
343,3300,230,394,259,849,3147,1718
338,3300,229,397,259,850,3147,1719
342,3300,233,399,259,850,3147,1719
343,3300,233,397,259,849,3148,1718
342,3300,232,399,259,852,3148,1718
341,3300,233,401,259,850,3147,1718
338,3300,228,396,259,849,3146,1716
343,3300,234,399,259,850,3148,1717
346,3300,230,395,259,851,3146,1717
344,3300,232,396,259,850,3148,1719
344,3300,230,394,259,850,3147,1718
342,3300,230,396,259,850,3148,1718
342,3300,229,396,259,849,3146,1718
351,3300,230,394,259,849,3147,1718
347,3300,232,398,259,849,3148,1718
342,3300,230,398,259,850,3146,1719
346,3300,234,397,259,849,3147,1718
341,3300,228,398,259,851,3144,1719
342,3300,235,403,259,850,3148,1718
343,3300,233,396,259,851,3146,1717
339,3300,227,394,259,851,3144,1719
342,3300,232,393,259,850,3147,1718
338,3300,228,393,259,850,3147,1720
341,3300,233,393,259,849,3147,1718
341,3300,230,393,259,851,3147,1718
338,3300,231,396,259,852,3146,1719
344,3300,234,396,259,849,3147,1718
339,3300,230,396,259,849,3144,1719
343,3300,233,396,259,850,3148,1718
344,3300,231,396,259,849,3144,1718
337,3300,230,396,259,850,3146,1719
339,3300,230,397,259,851,3146,1719
338,3300,227,393,259,850,3145,1719
338,3300,230,396,259,850,3146,1719
342,3300,230,396,259,850,3146,1717
342,3300,230,398,259,851,3144,1718
342,3300,230,398,259,850,3148,1718
342,3300,234,400,259,851,3147,1717
336,3300,229,402,259,849,3147,1719
341,3300,230,395,259,849,3145,1716
338,3300,231,402,259,850,3145,1719
338,3300,230,396,259,850,3146,1718
345,3300,233,399,259,853,3148,1717
340,3300,233,399,259,850,3148,1717
342,3300,231,396,259,850,3148,1717
343,3300,232,400,259,849,3147,1717
343,3300,235,396,259,851,3147,1718
343,3300,235,399,259,849,3148,1717
342,3300,232,401,259,851,3146,1716
342,3300,234,396,259,852,3147,1718
344,3300,232,401,259,851,3146,1718
343,3300,235,398,259,851,3146,1718
340,3300,232,393,259,851,3145,1716
338,3300,230,397,259,851,3145,1719
344,3300,232,400,259,851,3147,1717
344,3300,235,401,259,852,3147,1718
339,3300,232,399,259,850,3146,1717
343,3300,232,393,259,853,3148,1717
338,3300,228,396,259,852,3146,1719
344,3300,233,399,259,850,3148,1718
345,3300,233,397,259,850,3147,1718
342,3300,232,396,259,851,3147,1719
338,3300,227,397,259,850,3146,1719
343,3300,233,398,259,852,3147,1718
343,3300,233,401,259,853,3147,1718
343,3300,233,402,259,851,3147,1717
342,3300,234,402,259,852,3147,1718
341,3300,230,403,259,851,3144,1720
342,3300,230,399,259,850,3148,1719
342,3300,231,399,259,850,3147,1718
342,3300,230,398,259,852,3148,1717
345,3300,230,395,259,851,3148,1719
338,3300,225,395,259,852,3144,1719
343,3300,230,393,259,853,3147,1717
345,3300,230,398,259,851,3148,1717
346,3300,232,399,259,851,3148,1717
342,3300,230,394,259,852,3148,1718
343,3300,231,392,259,850,3148,1718
347,3300,229,392,259,851,3147,1717
344,3300,231,395,259,850,3148,1717
344,3300,234,394,259,851,3147,1718
343,3300,228,396,259,850,3147,1717
343,3300,234,393,259,853,3147,1718
346,3300,233,396,259,853,3147,1718
346,3300,234,396,259,852,3147,1717
340,3300,232,395,259,849,3148,1718
335,3300,226,392,259,852,3144,1719
340,3300,233,394,259,850,3147,1718
341,3300,233,396,259,849,3147,1718
344,3300,234,396,259,850,3147,1718
342,3300,234,392,259,851,3147,1717
334,3300,230,396,259,852,3145,1719
342,3300,234,395,259,851,3146,1718
340,3300,233,395,259,850,3148,1717
339,3300,233,396,259,851,3146,1718
338,3300,227,393,260,851,3144,1719
341,3300,231,394,259,852,3146,1718
339,3300,231,392,259,852,3147,1718
338,3300,227,392,259,850,3144,1719
343,3300,235,398,259,852,3144,1718
341,3300,232,394,259,852,3146,1718
335,3300,229,396,259,850,3145,1719
337,3300,228,396,259,852,3144,1719
334,3300,230,394,259,853,3147,1719
333,3300,227,392,259,849,3145,1719
340,3300,232,393,259,851,3144,1717
337,3300,234,396,259,851,3145,1719
338,3300,230,392,259,851,3147,1718
336,3300,229,394,259,852,3144,1718
335,3300,228,394,259,851,3147,1718
334,3300,229,401,264,848,3144,1717
337,3300,227,401,259,852,3148,1717
338,3300,226,399,264,851,3146,1717
338,3300,227,404,259,852,3144,1717
336,3300,226,399,259,849,3146,1719
339,3300,229,395,259,851,3146,1719
342,3300,231,398,259,850,3147,1718
341,3300,230,396,259,852,3145,1718
341,3300,232,398,260,851,3146,1719
337,3300,226,395,259,853,3146,1719
340,3300,232,398,259,851,3147,1718
339,3300,227,393,259,850,3147,1718
338,3300,229,396,259,851,3145,1718
342,3300,231,393,260,851,3148,1717
338,3300,227,389,259,852,3146,1719
342,3300,231,390,259,851,3146,1716
339,3300,229,388,259,851,3148,1718
338,3300,229,392,259,850,3147,1718
339,3300,226,392,259,850,3146,1720
340,3300,230,396,259,849,3148,1717
342,3300,230,394,259,851,3148,1718
340,3300,228,392,259,853,3148,1718
340,3300,230,395,259,853,3148,1718
334,3300,226,396,259,851,3145,1719
341,3300,230,393,259,852,3148,1718
338,3300,231,392,259,852,3147,1718
341,3300,232,399,259,852,3147,1718
342,3300,232,394,259,853,3148,1718
335,3300,226,391,259,853,3147,1719
342,3300,229,390,259,851,3147,1718
342,3300,231,390,259,851,3148,1718
338,3300,231,390,259,850,3148,1719
342,3300,232,392,259,852,3147,1718
339,3300,228,385,259,851,3147,1717
342,3300,230,390,259,852,3148,1718
342,3300,232,395,259,851,3147,1718
339,3300,230,391,259,852,3148,1718
335,3300,226,392,259,852,3146,1719
337,3300,229,392,259,853,3148,1718
336,3300,233,396,259,852,3148,1717
339,3300,235,397,259,851,3148,1717
338,3300,231,394,259,850,3147,1718
334,3300,228,390,259,851,3146,1719
341,3300,231,392,259,849,3147,1719
341,3300,235,394,259,851,3148,1718
339,3300,234,395,259,853,3148,1718
333,3300,230,394,259,850,3146,1720
337,3300,227,396,259,852,3146,1719
339,3300,231,391,259,850,3147,1718
341,3300,230,392,259,850,3148,1718
337,3300,230,390,259,850,3149,1718
338,3300,226,393,259,850,3148,1717
334,3300,230,392,259,851,3148,1718
337,3300,230,391,259,854,3147,1718
337,3300,232,392,259,852,3148,1718
335,3300,233,393,259,851,3148,1717
337,3300,229,392,259,853,3146,1719
338,3300,230,396,259,852,3148,1718
341,3300,228,390,259,852,3149,1717
340,3300,230,393,259,851,3149,1718
334,3300,226,390,259,851,3146,1719
339,3300,231,392,259,851,3148,1717
336,3300,227,393,259,852,3147,1719
338,3300,226,389,259,851,3148,1718
338,3300,230,396,259,850,3148,1718
333,3300,231,394,259,852,3147,1719
340,3300,235,392,259,851,3147,1717
339,3300,235,401,259,851,3148,1719
334,3300,229,398,259,853,3147,1718
336,3300,229,397,259,852,3145,1718
335,3300,229,401,264,851,3148,1718
334,3300,227,396,259,852,3148,1718
333,3300,227,398,259,850,3148,1716
338,3300,230,403,259,852,3147,1719
336,3300,232,398,259,851,3149,1717
332,3300,226,396,259,851,3146,1719
338,3300,232,399,259,850,3148,1717
335,3300,230,396,259,851,3148,1718
336,3300,231,398,259,851,3148,1718
332,3300,229,399,259,851,3146,1719
334,3300,229,399,259,852,3147,1719
338,3300,232,399,259,852,3148,1718
336,3300,234,405,259,852,3147,1717
336,3300,232,398,259,851,3146,1718
331,3300,230,401,259,852,3146,1718
335,3300,235,400,259,851,3148,1719
337,3300,232,398,259,851,3148,1718
336,3300,230,396,259,850,3150,1717
334,3300,234,396,259,851,3148,1718
334,3300,229,397,259,852,3146,1719
338,3300,230,395,259,851,3148,1717
342,3300,234,399,259,850,3150,1717
338,3300,236,404,259,849,3150,1716
340,3300,233,399,259,850,3148,1717
334,3300,227,395,259,853,3148,1719
336,3300,230,398,259,851,3148,1718
337,3300,229,396,259,851,3148,1717
339,3300,232,398,259,852,3149,1717
339,3300,233,398,259,852,3148,1719
339,3300,234,401,259,851,3148,1719
335,3300,234,400,259,851,3148,1719
334,3300,231,396,259,851,3146,1718
334,3300,233,397,259,853,3149,1717
337,3300,226,396,259,850,3149,1716
338,3300,233,401,259,851,3149,1718
340,3300,231,396,259,851,3148,1717
338,3300,231,395,259,850,3149,1717
338,3300,232,394,259,850,3149,1718
334,3300,229,396,259,852,3145,1718
335,3300,233,396,259,851,3150,1718
338,3300,231,399,259,851,3147,1717
336,3300,233,399,259,850,3149,1718
335,3300,230,394,259,852,3148,1718
333,3300,229,392,259,852,3148,1719
336,3300,233,395,259,852,3149,1717
336,3300,232,395,259,852,3149,1718
334,3300,233,395,259,851,3149,1717
332,3300,230,391,259,853,3147,1719
338,3300,232,395,259,852,3149,1716
338,3300,230,395,259,853,3148,1719
337,3300,235,400,259,853,3149,1718
337,3300,232,393,259,852,3148,1718
338,3300,235,398,259,853,3150,1718
336,3300,234,396,259,852,3150,1717
338,3300,234,395,259,852,3150,1717
339,3300,233,393,259,852,3150,1718
339,3300,235,396,259,852,3150,1718
335,3300,233,394,259,851,3148,1718
336,3300,234,396,259,851,3149,1719
335,3300,231,394,259,852,3150,1718
332,3300,226,393,259,852,3148,1719
330,3300,226,397,259,852,3149,1719
331,3300,230,397,259,851,3149,1719
332,3300,230,399,259,851,3149,1718
338,3300,233,396,259,850,3151,1719
331,3300,230,392,259,851,3148,1719
338,3300,232,396,259,851,3148,1716
334,3300,233,392,259,851,3150,1718
334,3300,234,392,259,851,3150,1720
334,3300,230,394,260,851,3150,1717
331,3300,230,393,264,852,3150,1717
334,3300,236,399,264,850,3150,1716
331,3300,227,392,259,851,3149,1718
332,3300,228,395,259,850,3150,1716
332,3300,226,391,264,849,3149,1716
337,3300,235,393,259,852,3150,1718
330,3300,233,392,259,850,3150,1719
334,3300,235,392,259,852,3150,1717
338,3300,232,389,259,851,3149,1718
334,3300,233,389,259,851,3149,1717
335,3300,225,390,259,849,3151,1717
336,3300,230,390,259,851,3150,1718
335,3300,233,388,259,853,3149,1718
334,3300,231,392,259,850,3150,1717
337,3300,234,392,259,851,3149,1718
332,3300,230,388,259,852,3146,1719
334,3300,235,389,259,852,3150,1719
334,3300,232,388,259,851,3149,1718
331,3300,233,389,259,850,3150,1718
334,3300,234,391,259,850,3150,1717
327,3300,227,391,260,852,3148,1719
333,3300,233,390,259,852,3148,1717
334,3300,230,391,259,851,3148,1717
330,3300,230,392,259,851,3150,1718
333,3300,230,391,259,851,3148,1717
334,3300,233,391,260,849,3149,1718
332,3300,234,392,259,851,3148,1716
332,3300,230,389,259,852,3150,1717
332,3300,229,388,259,851,3149,1718
330,3300,230,391,259,851,3147,1718
334,3300,235,396,259,851,3151,1718
330,3300,233,392,259,850,3151,1717
333,3300,231,393,259,849,3151,1718
334,3300,232,392,259,851,3149,1718
334,3300,228,389,259,851,3149,1718
338,3300,233,392,259,851,3151,1719
335,3300,230,389,259,849,3150,1717
334,3300,233,393,259,851,3148,1718
330,3300,234,396,259,850,3152,1717
329,3300,228,389,259,849,3148,1719
338,3300,231,390,259,850,3149,1716
334,3300,234,392,259,851,3147,1718
332,3300,230,392,259,850,3151,1717
333,3300,226,390,259,850,3151,1716
334,3300,231,390,259,851,3150,1717
332,3300,231,389,259,850,3152,1718
334,3300,231,389,259,850,3150,1717
334,3300,231,392,259,850,3151,1718
328,3300,230,392,259,850,3149,1718
331,3300,234,392,259,849,3151,1717
336,3300,232,392,259,849,3151,1719
334,3300,234,392,259,849,3150,1719
334,3300,231,391,259,850,3151,1717
333,3300,229,391,259,850,3151,1718
334,3300,230,394,259,849,3150,1717
334,3300,233,392,259,849,3149,1717
334,3300,230,392,260,850,3151,1717
337,3300,230,392,259,850,3150,1717
334,3300,233,395,259,851,3149,1717
335,3300,232,391,259,851,3148,1718
333,3300,230,394,259,849,3150,1717
329,3300,227,392,260,852,3148,1719
327,3300,226,391,259,853,3149,1720
330,3300,228,395,259,852,3149,1719
326,3300,228,394,259,851,3150,1719
335,3300,229,391,259,850,3152,1717
331,3300,226,391,259,850,3150,1719
332,3300,226,389,259,850,3153,1717
330,3300,226,389,259,850,3150,1718
335,3300,228,392,259,852,3150,1716
330,3300,225,392,260,852,3152,1716
328,3300,227,392,264,852,3146,1717
334,3300,230,393,264,849,3149,1716
330,3300,230,395,259,851,3152,1716
332,3300,231,392,259,853,3153,1718
334,3300,230,391,259,850,3151,1718
334,3300,232,393,259,852,3151,1718
338,3300,230,392,259,850,3150,1718
337,3300,232,391,259,850,3150,1718
337,3300,230,390,259,851,3153,1717
337,3300,235,396,259,852,3153,1717
327,3300,227,395,259,851,3149,1718
333,3300,233,393,259,849,3151,1718
334,3300,231,391,259,851,3152,1718
334,3300,231,392,259,851,3149,1717
336,3300,234,395,259,851,3150,1718
332,3300,229,392,259,851,3152,1719
334,3300,233,392,259,849,3151,1718
336,3300,235,395,259,850,3153,1718
336,3300,232,390,259,850,3153,1718
335,3300,232,392,259,851,3150,1719
332,3300,232,395,259,851,3149,1720
334,3300,234,397,259,849,3151,1717
334,3300,236,398,259,850,3153,1718
334,3300,236,397,259,850,3152,1717
334,3300,229,394,259,852,3152,1716
334,3300,235,393,259,851,3153,1718
333,3300,235,394,259,850,3153,1717
335,3300,232,392,259,849,3153,1718
334,3300,236,394,259,850,3153,1718
334,3300,228,388,259,849,3150,1719
334,3300,233,388,259,851,3150,1717
334,3300,235,389,259,852,3151,1717
334,3300,238,395,259,850,3153,1718
335,3300,233,391,260,853,3152,1717
328,3300,229,392,259,852,3151,1719
334,3300,234,392,259,850,3151,1718
334,3300,233,394,259,851,3150,1718
333,3300,234,390,259,850,3153,1718
334,3300,235,392,259,850,3153,1717
334,3300,234,392,259,851,3153,1718
335,3300,230,392,259,850,3153,1717
335,3300,235,393,259,849,3152,1716
333,3300,236,393,259,852,3152,1717
333,3300,232,394,259,852,3150,1719
331,3300,232,392,259,851,3152,1717
333,3300,232,392,259,851,3150,1717
332,3300,233,392,259,851,3152,1717
333,3300,235,395,259,849,3153,1717
326,3300,232,395,259,850,3153,1719
332,3300,235,392,259,849,3153,1718
335,3300,235,394,259,849,3153,1717
336,3300,233,392,259,849,3153,1717
333,3300,233,392,259,851,3153,1717
328,3300,226,392,259,849,3151,1719
334,3300,234,393,259,849,3153,1717
333,3300,230,390,259,851,3153,1717
330,3300,230,388,259,849,3153,1718
334,3300,226,392,259,848,3153,1716
334,3300,231,390,259,850,3153,1717
334,3300,231,391,259,852,3152,1717
327,3300,230,393,259,849,3152,1719
330,3300,232,392,259,847,3152,1719
331,3300,233,389,259,851,3150,1717
330,3300,229,389,259,849,3151,1719
328,3300,229,392,259,849,3151,1719
329,3300,230,392,259,850,3152,1719
335,3300,234,393,259,849,3153,1719
330,3300,229,392,259,850,3152,1719
328,3300,230,389,259,849,3153,1719
329,3300,230,389,259,848,3153,1716
331,3300,227,391,259,851,3153,1719
328,3300,230,397,259,850,3150,1718
330,3300,227,396,259,849,3153,1716
328,3300,232,390,264,849,3152,1718
334,3300,233,393,259,847,3153,1717
333,3300,235,396,259,849,3153,1717
332,3300,230,396,259,849,3153,1716
338,3300,235,392,259,851,3153,1717
335,3300,233,388,259,852,3155,1717
334,3300,234,390,259,850,3154,1717
336,3300,230,391,259,850,3155,1718
334,3300,229,394,260,852,3153,1718
335,3300,232,389,259,852,3154,1718
337,3300,231,388,259,849,3153,1717
334,3300,234,392,259,850,3154,1718
333,3300,232,390,259,849,3155,1719
331,3300,228,392,259,851,3152,1719
334,3300,232,392,259,850,3154,1717
334,3300,235,394,259,851,3153,1718
336,3300,230,392,259,850,3154,1717
332,3300,226,390,259,851,3153,1719
338,3300,233,392,259,851,3153,1718
338,3300,234,393,259,849,3153,1717
334,3300,231,388,259,851,3154,1717
336,3300,231,392,259,849,3155,1717
330,3300,225,390,259,850,3153,1719
334,3300,232,392,259,849,3154,1718
334,3300,231,389,259,849,3153,1717
334,3300,233,389,259,850,3156,1717
333,3300,235,391,259,849,3153,1717
331,3300,230,392,259,851,3153,1718
335,3300,238,393,259,850,3153,1718
333,3300,236,395,259,849,3155,1719
335,3300,238,392,259,850,3154,1718
334,3300,235,392,259,849,3152,1718
334,3300,235,392,259,850,3153,1717
333,3300,235,395,259,851,3154,1717
334,3300,236,394,259,850,3153,1716
334,3300,236,396,259,849,3154,1718
335,3300,235,396,259,849,3152,1718
334,3300,239,397,259,849,3153,1717
336,3300,236,394,259,849,3155,1717
334,3300,236,394,259,849,3156,1718
335,3300,232,390,259,849,3154,1718
331,3300,233,396,259,851,3150,1719
331,3300,235,391,259,849,3154,1717
334,3300,234,394,259,849,3155,1717
334,3300,234,396,259,849,3154,1717
337,3300,232,392,259,849,3153,1717
330,3300,231,392,259,851,3152,1718
334,3300,232,396,259,851,3153,1718
330,3300,229,394,259,850,3153,1719
337,3300,235,396,259,849,3153,1717
331,3300,227,392,259,849,3154,1718
333,3300,232,394,259,850,3154,1717
332,3300,231,395,259,850,3154,1718
335,3300,234,396,259,850,3154,1718
334,3300,231,395,259,851,3153,1718
332,3300,231,398,259,850,3154,1718
334,3300,235,400,259,850,3154,1717
330,3300,229,401,259,850,3152,1719
334,3300,230,400,259,851,3153,1720
330,3300,228,398,259,851,3153,1719
335,3300,230,394,259,849,3155,1717
330,3300,228,398,259,849,3153,1719
330,3300,229,396,259,849,3152,1717
337,3300,232,396,259,851,3155,1717
334,3300,230,396,259,849,3154,1717
334,3300,233,394,259,847,3156,1719
330,3300,230,397,259,849,3154,1718
330,3300,228,398,259,846,3154,1719
331,3300,229,396,264,851,3152,1717
334,3300,228,403,259,850,3153,1719
330,3300,228,396,259,850,3153,1719
337,3300,227,400,259,849,3154,1717
334,3300,232,396,259,849,3155,1717
335,3300,232,397,259,849,3154,1717
330,3300,229,396,259,849,3153,1718
340,3300,235,396,259,849,3154,1717
338,3300,234,398,260,849,3153,1717
336,3300,230,395,259,846,3153,1717
336,3300,232,397,259,849,3155,1717
333,3300,230,396,259,850,3153,1718
338,3300,233,396,259,848,3155,1717
336,3300,231,392,259,848,3155,1718
338,3300,230,392,259,849,3154,1717
333,3300,224,390,259,848,3155,1717
335,3300,230,392,259,849,3155,1717
338,3300,234,397,259,853,3154,1717
335,3300,232,391,259,850,3155,1717
337,3300,234,391,259,849,3153,1717
334,3300,227,390,259,849,3152,1719
338,3300,232,392,259,849,3155,1717
334,3300,232,392,259,850,3156,1718
330,3300,234,391,259,848,3154,1717
332,3300,232,390,259,849,3154,1717
330,3300,229,388,259,849,3153,1717
334,3300,235,396,259,848,3153,1719
333,3300,235,393,259,850,3155,1718
330,3300,234,396,259,849,3154,1716
333,3300,233,396,259,849,3155,1717
333,3300,235,396,259,851,3153,1718
334,3300,234,399,259,849,3153,1719
332,3300,232,396,259,851,3156,1718
333,3300,234,396,259,849,3155,1718
327,3300,230,399,260,850,3156,1719
331,3300,235,402,259,849,3157,1717
334,3300,233,394,259,849,3155,1718
336,3300,233,396,259,849,3155,1718
332,3300,232,397,259,849,3153,1718
329,3300,228,401,259,850,3153,1719
334,3300,234,397,259,848,3156,1718
332,3300,233,403,259,849,3156,1718
334,3300,235,405,259,849,3156,1717
336,3300,234,404,259,849,3153,1718
329,3300,227,401,259,850,3154,1719
334,3300,233,397,259,849,3156,1718
331,3300,230,396,259,849,3154,1719
334,3300,234,395,259,849,3155,1717
334,3300,229,395,259,848,3155,1716
333,3300,230,392,259,849,3157,1717
333,3300,230,396,259,849,3157,1717
334,3300,233,395,259,848,3155,1717
333,3300,230,394,259,849,3155,1717
328,3300,228,397,259,849,3154,1720
330,3300,233,396,259,849,3156,1718
334,3300,231,396,259,849,3156,1718
326,3300,229,400,260,849,3156,1718
332,3300,230,398,259,849,3156,1717
326,3299,227,396,259,851,3156,1718
330,3298,231,393,259,850,3155,1717
328,3300,227,393,260,848,3154,1719
330,3299,232,388,259,850,3157,1717
327,3298,227,396,259,849,3154,1719
326,3298,227,392,259,849,3155,1719
330,3300,226,392,259,850,3157,1717
