"","date","site","nox","no2","o3","so2","co","pm10_raw","pm10","nv10","code"
"8892",2017-01-05 11:00:00,"Westminster - Marylebone Road",147.399625,46.095425,2.53725,2.8,0.099,35.280245,31.4642077007216,NA,"MY1"
"8893",2017-01-05 12:00:00,"Westminster - Marylebone Road",139.897475,40.806475,3.781,2.6,0.12375,36.8184375,33.6289099239522,NA,"MY1"
"8894",2017-01-05 13:00:00,"Westminster - Marylebone Road",127.360325,46.352175,3.557125,2.8,0.12375,41.7275625,37.8331548941052,NA,"MY1"
"8895",2017-01-05 14:00:00,"Westminster - Marylebone Road",102.034275,38.631125,5.12425,2.325,0.0495,38.683905,34.3797918695551,NA,"MY1"
"8896",2017-01-05 15:00:00,"Westminster - Marylebone Road",163.864075,58.636475,2.064625,2.3,0.198,43.85485,38.2891434196781,NA,"MY1"
"8897",2017-01-05 16:00:00,"Westminster - Marylebone Road",204.0182,51.1565,0.74625,2.775,0.396,56.3894825,50.306746385853,NA,"MY1"
"8898",2017-01-05 17:00:00,"Westminster - Marylebone Road",353.30595,70.16725,0.995,4.275,0.693,79.658735,71.1523903925667,NA,"MY1"
"8899",2017-01-05 18:00:00,"Westminster - Marylebone Road",250.868875,58.974375,0.74625,5.2,0.56925,52.429455,50.343988166827,NA,"MY1"
"8900",2017-01-05 19:00:00,"Westminster - Marylebone Road",290.9223,59.0393,0.796,5.05,0.66825,55.50584,54.4160518332915,NA,"MY1"
"8901",2017-01-05 20:00:00,"Westminster - Marylebone Road",309.979775,58.404325,0.84575,5.675,0.81675,66.175005,62.5884843341995,NA,"MY1"
"8902",2017-01-05 21:00:00,"Westminster - Marylebone Road",368.889275,64.3730749999999,1.069625,6.175,1.01475,75.3059775,71.0607003327151,NA,"MY1"
"8903",2017-01-05 22:00:00,"Westminster - Marylebone Road",375.082325,69.308625,1.069625,6.575,1.21275,80.575105,76.9464381806797,NA,"MY1"
"8904",2017-01-05 23:00:00,"Westminster - Marylebone Road",410.40285,75.9833,0.8955,7.15,1.26225,80.8041975,77.9176710840906,NA,"MY1"
"8905",2017-01-06 00:00:00,"Westminster - Marylebone Road",426.800166666667,72.8893666666666,0.6965,7.63333333333333,1.32,77.7932675,76.2492991903506,NA,"MY1"
"8906",2017-01-06 01:00:00,"Westminster - Marylebone Road",402.867133333333,70.6859333333333,0.762833333333333,7.83333333333333,1.32,78.349635,77.2772568288494,NA,"MY1"
"8907",2017-01-06 02:00:00,"Westminster - Marylebone Road",390.690825,64.595925,0.721375,7.775,1.287,73.375055,71.1848968300709,NA,"MY1"
"8908",2017-01-06 03:00:00,"Westminster - Marylebone Road",270.354325,54.818825,0.472625,7.075,0.66825,52.953095,54.2990581314266,NA,"MY1"
"8909",2017-01-06 04:00:00,"Westminster - Marylebone Road",231.232375,52.214675,0.44775,5.7,0.5445,39.076635,42.0636838956878,NA,"MY1"
"8910",2017-01-06 05:00:00,"Westminster - Marylebone Road",324.3547,61.76355,0.472625,5.75,0.6435,42.349385,42.7348481671097,NA,"MY1"
"8911",2017-01-06 06:00:00,"Westminster - Marylebone Road",359.1969,64.11195,0.572125,5.95,0.56925,38.9784525,39.7256111224463,NA,"MY1"
"8912",2017-01-06 07:00:00,"Westminster - Marylebone Road",439.882775,63.638775,0.671625,6.5,0.76725,45.5239525,43.2484338619581,NA,"MY1"
"8913",2017-01-06 08:00:00,"Westminster - Marylebone Road",420.195925,76.0684749999999,0.64675,6.975,0.5445,37.4729875,38.155143527554,NA,"MY1"
"8914",2017-01-06 09:00:00,"Westminster - Marylebone Road",403.3035,61.5653,0.64675,6.7,0.5445,46.931235,43.5116276354011,NA,"MY1"
"8915",2017-01-06 10:00:00,"Westminster - Marylebone Road",400.206975,88.548175,0.771125,6.4,0.4455,42.93848,42.259798302315,NA,"MY1"
"8916",2017-01-06 11:00:00,"Westminster - Marylebone Road",349.101725,68.603775,1.069625,6.1,0.47025,49.48398,49.0518273491439,NA,"MY1"
"8917",2017-01-06 12:00:00,"Westminster - Marylebone Road",347.641575,66.766375,1.0945,5.8,0.42075,68.59684,63.7337933750172,NA,"MY1"
